date,season,team,team_win
23/07/2024,2024-2025,Manchester City,Celtic FC
27/07/2024,2024-2025,Manchester City,AC Milan
30/07/2024,2024-2025,Manchester City,FC Barcelona
03/08/2024,2024-2025,Manchester City,Manchester City
10/08/2024,2024-2025,Manchester City,Manchester City
18/08/2024,2024-2025,Manchester City,Manchester City
24/08/2024,2024-2025,Manchester City,Manchester City
31/08/2024,2024-2025,Manchester City,Manchester City
14/09/2024,2024-2025,Manchester City,Manchester City
18/09/2024,2024-2025,Manchester City,Draw
22/09/2024,2024-2025,Manchester City,Draw
24/09/2024,2024-2025,Manchester City,Manchester City
28/09/2024,2024-2025,Manchester City,Draw
01/10/2024,2024-2025,Manchester City,Manchester City
05/10/2024,2024-2025,Manchester City,Manchester City
20/10/2024,2024-2025,Manchester City,Manchester City
23/10/2024,2024-2025,Manchester City,Manchester City
26/10/2024,2024-2025,Manchester City,Manchester City
30/10/2024,2024-2025,Manchester City,Tottenham Hotspur
02/11/2024,2024-2025,Manchester City,AFC Bournemouth
05/11/2024,2024-2025,Manchester City,Sporting CP
09/11/2024,2024-2025,Manchester City,Brighton & Hove Albion
23/11/2024,2024-2025,Manchester City,Tottenham Hotspur
26/11/2024,2024-2025,Manchester City,Draw
01/12/2024,2024-2025,Manchester City,Liverpool FC
04/12/2024,2024-2025,Manchester City,Manchester City
07/12/2024,2024-2025,Manchester City,Draw
11/12/2024,2024-2025,Manchester City,Juventus
15/12/2024,2024-2025,Manchester City,Manchester United
21/12/2024,2024-2025,Manchester City,Aston Villa
26/12/2024,2024-2025,Manchester City,Draw
29/12/2024,2024-2025,Manchester City,Manchester City
04/01/2025,2024-2025,Manchester City,Manchester City
11/01/2025,2024-2025,Manchester City,Manchester City
14/01/2025,2024-2025,Manchester City,Draw
19/01/2025,2024-2025,Manchester City,Manchester City
22/01/2025,2024-2025,Manchester City,Paris Saint-Germain
25/01/2025,2024-2025,Manchester City,Manchester City
29/01/2025,2024-2025,Manchester City,Manchester City
02/02/2025,2024-2025,Manchester City,Arsenal FC
08/02/2025,2024-2025,Manchester City,Manchester City
11/02/2025,2024-2025,Manchester City,Real Madrid
15/02/2025,2024-2025,Manchester City,Manchester City
19/02/2025,2024-2025,Manchester City,Real Madrid
23/02/2025,2024-2025,Manchester City,Liverpool FC
26/02/2025,2024-2025,Manchester City,Manchester City
01/03/2025,2024-2025,Manchester City,Manchester City
08/03/2025,2024-2025,Manchester City,Nottingham Forest
15/03/2025,2024-2025,Manchester City,Draw
30/03/2025,2024-2025,Manchester City,Manchester City
02/04/2025,2024-2025,Manchester City,Manchester City
06/04/2025,2024-2025,Manchester City,Draw
12/04/2025,2024-2025,Manchester City,Manchester City
19/04/2025,2024-2025,Manchester City,Manchester City
22/04/2025,2024-2025,Manchester City,Manchester City
27/04/2025,2024-2025,Manchester City,Manchester City
02/05/2025,2024-2025,Manchester City,Manchester City
10/05/2025,2024-2025,Manchester City,Draw
17/05/2025,2024-2025,Manchester City,Crystal Palace
20/05/2025,2024-2025,Manchester City,Manchester City
25/05/2025,2024-2025,Manchester City,Manchester City
18/06/2025,2024-2025,Manchester City,Manchester City
23/06/2025,2024-2025,Manchester City,Manchester City
26/06/2025,2024-2025,Manchester City,Manchester City
