date,season,team,team_win
25/07/2024,2024-2025,Arsenal FC,Arsenal FC
28/07/2024,2024-2025,Arsenal FC,Arsenal FC
28/07/2024,2024-2025,Arsenal FC,Arsenal FC
31/07/2024,2024-2025,Arsenal FC,Liverpool FC
07/08/2024,2024-2025,Arsenal FC,Arsenal FC
11/08/2024,2024-2025,Arsenal FC,Arsenal FC
17/08/2024,2024-2025,Arsenal FC,Arsenal FC
24/08/2024,2024-2025,Arsenal FC,Arsenal FC
31/08/2024,2024-2025,Arsenal FC,Draw
15/09/2024,2024-2025,Arsenal FC,Arsenal FC
19/09/2024,2024-2025,Arsenal FC,Draw
22/09/2024,2024-2025,Arsenal FC,Draw
25/09/2024,2024-2025,Arsenal FC,Arsenal FC
28/09/2024,2024-2025,Arsenal FC,Arsenal FC
01/10/2024,2024-2025,Arsenal FC,Arsenal FC
05/10/2024,2024-2025,Arsenal FC,Arsenal FC
19/10/2024,2024-2025,Arsenal FC,AFC Bournemouth
22/10/2024,2024-2025,Arsenal FC,Arsenal FC
27/10/2024,2024-2025,Arsenal FC,Draw
30/10/2024,2024-2025,Arsenal FC,Arsenal FC
02/11/2024,2024-2025,Arsenal FC,Newcastle United
06/11/2024,2024-2025,Arsenal FC,Inter
10/11/2024,2024-2025,Arsenal FC,Draw
23/11/2024,2024-2025,Arsenal FC,Arsenal FC
26/11/2024,2024-2025,Arsenal FC,Arsenal FC
30/11/2024,2024-2025,Arsenal FC,Arsenal FC
04/12/2024,2024-2025,Arsenal FC,Arsenal FC
08/12/2024,2024-2025,Arsenal FC,Draw
11/12/2024,2024-2025,Arsenal FC,Arsenal FC
14/12/2024,2024-2025,Arsenal FC,Draw
18/12/2024,2024-2025,Arsenal FC,Arsenal FC
21/12/2024,2024-2025,Arsenal FC,Arsenal FC
27/12/2024,2024-2025,Arsenal FC,Arsenal FC
01/01/2025,2024-2025,Arsenal FC,Arsenal FC
04/01/2025,2024-2025,Arsenal FC,Draw
07/01/2025,2024-2025,Arsenal FC,Newcastle United
12/01/2025,2024-2025,Arsenal FC,Manchester United
15/01/2025,2024-2025,Arsenal FC,Arsenal FC
18/01/2025,2024-2025,Arsenal FC,Draw
22/01/2025,2024-2025,Arsenal FC,Arsenal FC
25/01/2025,2024-2025,Arsenal FC,Arsenal FC
29/01/2025,2024-2025,Arsenal FC,Arsenal FC
02/02/2025,2024-2025,Arsenal FC,Arsenal FC
05/02/2025,2024-2025,Arsenal FC,Newcastle United
15/02/2025,2024-2025,Arsenal FC,Arsenal FC
22/02/2025,2024-2025,Arsenal FC,West Ham United
26/02/2025,2024-2025,Arsenal FC,Draw
04/03/2025,2024-2025,Arsenal FC,Arsenal FC
09/03/2025,2024-2025,Arsenal FC,Draw
12/03/2025,2024-2025,Arsenal FC,Draw
16/03/2025,2024-2025,Arsenal FC,Arsenal FC
01/04/2025,2024-2025,Arsenal FC,Arsenal FC
05/04/2025,2024-2025,Arsenal FC,Draw
08/04/2025,2024-2025,Arsenal FC,Arsenal FC
12/04/2025,2024-2025,Arsenal FC,Draw
16/04/2025,2024-2025,Arsenal FC,Arsenal FC
20/04/2025,2024-2025,Arsenal FC,Arsenal FC
23/04/2025,2024-2025,Arsenal FC,Draw
29/04/2025,2024-2025,Arsenal FC,Paris Saint-Germain
03/05/2025,2024-2025,Arsenal FC,AFC Bournemouth
07/05/2025,2024-2025,Arsenal FC,Paris Saint-Germain
11/05/2025,2024-2025,Arsenal FC,Draw
18/05/2025,2024-2025,Arsenal FC,Arsenal FC
25/05/2025,2024-2025,Arsenal FC,Arsenal FC
