date,season,team,team_win
15/07/2024,2024-2025,Manchester United,Rosenborg BK
20/07/2024,2024-2025,Manchester United,Manchester United
28/07/2024,2024-2025,Manchester United,Arsenal FC
28/07/2024,2024-2025,Manchester United,Arsenal FC
01/08/2024,2024-2025,Manchester United,Manchester United
03/08/2024,2024-2025,Manchester United,Liverpool FC
10/08/2024,2024-2025,Manchester United,Manchester City
16/08/2024,2024-2025,Manchester United,Manchester United
24/08/2024,2024-2025,Manchester United,Brighton & Hove Albion
01/09/2024,2024-2025,Manchester United,Liverpool FC
14/09/2024,2024-2025,Manchester United,Manchester United
17/09/2024,2024-2025,Manchester United,Manchester United
21/09/2024,2024-2025,Manchester United,Draw
25/09/2024,2024-2025,Manchester United,Draw
29/09/2024,2024-2025,Manchester United,Tottenham Hotspur
03/10/2024,2024-2025,Manchester United,Draw
06/10/2024,2024-2025,Manchester United,Draw
19/10/2024,2024-2025,Manchester United,Manchester United
24/10/2024,2024-2025,Manchester United,Draw
27/10/2024,2024-2025,Manchester United,West Ham United
30/10/2024,2024-2025,Manchester United,Manchester United
03/11/2024,2024-2025,Manchester United,Draw
07/11/2024,2024-2025,Manchester United,Manchester United
10/11/2024,2024-2025,Manchester United,Manchester United
24/11/2024,2024-2025,Manchester United,Draw
28/11/2024,2024-2025,Manchester United,Manchester United
01/12/2024,2024-2025,Manchester United,Manchester United
04/12/2024,2024-2025,Manchester United,Arsenal FC
07/12/2024,2024-2025,Manchester United,Nottingham Forest
12/12/2024,2024-2025,Manchester United,Manchester United
15/12/2024,2024-2025,Manchester United,Manchester United
19/12/2024,2024-2025,Manchester United,Tottenham Hotspur
22/12/2024,2024-2025,Manchester United,AFC Bournemouth
26/12/2024,2024-2025,Manchester United,Wolverhampton Wanderers
30/12/2024,2024-2025,Manchester United,Newcastle United
05/01/2025,2024-2025,Manchester United,Draw
12/01/2025,2024-2025,Manchester United,Manchester United
16/01/2025,2024-2025,Manchester United,Manchester United
19/01/2025,2024-2025,Manchester United,Brighton & Hove Albion
23/01/2025,2024-2025,Manchester United,Manchester United
26/01/2025,2024-2025,Manchester United,Manchester United
30/01/2025,2024-2025,Manchester United,Manchester United
02/02/2025,2024-2025,Manchester United,Crystal Palace
07/02/2025,2024-2025,Manchester United,Manchester United
16/02/2025,2024-2025,Manchester United,Tottenham Hotspur
22/02/2025,2024-2025,Manchester United,Draw
26/02/2025,2024-2025,Manchester United,Manchester United
02/03/2025,2024-2025,Manchester United,Fulham FC
06/03/2025,2024-2025,Manchester United,Draw
09/03/2025,2024-2025,Manchester United,Draw
13/03/2025,2024-2025,Manchester United,Manchester United
16/03/2025,2024-2025,Manchester United,Manchester United
01/04/2025,2024-2025,Manchester United,Nottingham Forest
06/04/2025,2024-2025,Manchester United,Draw
10/04/2025,2024-2025,Manchester United,Draw
13/04/2025,2024-2025,Manchester United,Newcastle United
17/04/2025,2024-2025,Manchester United,Manchester United
20/04/2025,2024-2025,Manchester United,Wolverhampton Wanderers
27/04/2025,2024-2025,Manchester United,Draw
01/05/2025,2024-2025,Manchester United,Manchester United
04/05/2025,2024-2025,Manchester United,Brentford FC
08/05/2025,2024-2025,Manchester United,Manchester United
11/05/2025,2024-2025,Manchester United,West Ham United
16/05/2025,2024-2025,Manchester United,Chelsea FC
21/05/2025,2024-2025,Manchester United,Tottenham Hotspur
25/05/2025,2024-2025,Manchester United,Manchester United
