date,season,team,team_win
15/07/2024,2024-2025,West Ham United,Draw
20/07/2024,2024-2025,West Ham United,West Ham United
28/07/2024,2024-2025,West Ham United,Wolverhampton Wanderers
03/08/2024,2024-2025,West Ham United,Crystal Palace
10/08/2024,2024-2025,West Ham United,West Ham United
17/08/2024,2024-2025,West Ham United,Aston Villa
24/08/2024,2024-2025,West Ham United,West Ham United
28/08/2024,2024-2025,West Ham United,West Ham United
31/08/2024,2024-2025,West Ham United,Manchester City
14/09/2024,2024-2025,West Ham United,Draw
21/09/2024,2024-2025,West Ham United,Chelsea FC
25/09/2024,2024-2025,West Ham United,Liverpool FC
28/09/2024,2024-2025,West Ham United,Draw
05/10/2024,2024-2025,West Ham United,West Ham United
19/10/2024,2024-2025,West Ham United,Tottenham Hotspur
27/10/2024,2024-2025,West Ham United,West Ham United
02/11/2024,2024-2025,West Ham United,Nottingham Forest
09/11/2024,2024-2025,West Ham United,Draw
25/11/2024,2024-2025,West Ham United,West Ham United
30/11/2024,2024-2025,West Ham United,Arsenal FC
03/12/2024,2024-2025,West Ham United,Leicester City
09/12/2024,2024-2025,West Ham United,West Ham United
16/12/2024,2024-2025,West Ham United,Draw
21/12/2024,2024-2025,West Ham United,Draw
26/12/2024,2024-2025,West Ham United,West Ham United
29/12/2024,2024-2025,West Ham United,Liverpool FC
04/01/2025,2024-2025,West Ham United,Manchester City
10/01/2025,2024-2025,West Ham United,Aston Villa
14/01/2025,2024-2025,West Ham United,West Ham United
18/01/2025,2024-2025,West Ham United,Crystal Palace
26/01/2025,2024-2025,West Ham United,Draw
03/02/2025,2024-2025,West Ham United,Chelsea FC
15/02/2025,2024-2025,West Ham United,Brentford FC
22/02/2025,2024-2025,West Ham United,West Ham United
27/02/2025,2024-2025,West Ham United,West Ham United
10/03/2025,2024-2025,West Ham United,Newcastle United
15/03/2025,2024-2025,West Ham United,Draw
01/04/2025,2024-2025,West Ham United,Wolverhampton Wanderers
05/04/2025,2024-2025,West Ham United,Draw
13/04/2025,2024-2025,West Ham United,Liverpool FC
19/04/2025,2024-2025,West Ham United,Draw
26/04/2025,2024-2025,West Ham United,Brighton & Hove Albion
04/05/2025,2024-2025,West Ham United,Draw
11/05/2025,2024-2025,West Ham United,West Ham United
18/05/2025,2024-2025,West Ham United,Nottingham Forest
25/05/2025,2024-2025,West Ham United,West Ham United
