date,season,team,team_win
02/08/2024,2024-2025,Fulham FC,Fulham FC
05/08/2024,2024-2025,Fulham FC,Sevilla FC
10/08/2024,2024-2025,Fulham FC,Fulham FC
16/08/2024,2024-2025,Fulham FC,Manchester United
24/08/2024,2024-2025,Fulham FC,Fulham FC
27/08/2024,2024-2025,Fulham FC,Fulham FC
31/08/2024,2024-2025,Fulham FC,Draw
14/09/2024,2024-2025,Fulham FC,Draw
17/09/2024,2024-2025,Fulham FC,Preston North End
21/09/2024,2024-2025,Fulham FC,Fulham FC
28/09/2024,2024-2025,Fulham FC,Fulham FC
05/10/2024,2024-2025,Fulham FC,Manchester City
19/10/2024,2024-2025,Fulham FC,Aston Villa
26/10/2024,2024-2025,Fulham FC,Draw
04/11/2024,2024-2025,Fulham FC,Fulham FC
09/11/2024,2024-2025,Fulham FC,Fulham FC
23/11/2024,2024-2025,Fulham FC,Wolverhampton Wanderers
01/12/2024,2024-2025,Fulham FC,Draw
05/12/2024,2024-2025,Fulham FC,Fulham FC
08/12/2024,2024-2025,Fulham FC,Draw
14/12/2024,2024-2025,Fulham FC,Draw
22/12/2024,2024-2025,Fulham FC,Draw
26/12/2024,2024-2025,Fulham FC,Fulham FC
29/12/2024,2024-2025,Fulham FC,Draw
05/01/2025,2024-2025,Fulham FC,Draw
09/01/2025,2024-2025,Fulham FC,Fulham FC
14/01/2025,2024-2025,Fulham FC,West Ham United
18/01/2025,2024-2025,Fulham FC,Fulham FC
26/01/2025,2024-2025,Fulham FC,Manchester United
01/02/2025,2024-2025,Fulham FC,Fulham FC
08/02/2025,2024-2025,Fulham FC,Fulham FC
15/02/2025,2024-2025,Fulham FC,Fulham FC
22/02/2025,2024-2025,Fulham FC,Crystal Palace
25/02/2025,2024-2025,Fulham FC,Fulham FC
02/03/2025,2024-2025,Fulham FC,Fulham FC
08/03/2025,2024-2025,Fulham FC,Brighton & Hove Albion
16/03/2025,2024-2025,Fulham FC,Fulham FC
29/03/2025,2024-2025,Fulham FC,Crystal Palace
01/04/2025,2024-2025,Fulham FC,Arsenal FC
06/04/2025,2024-2025,Fulham FC,Fulham FC
14/04/2025,2024-2025,Fulham FC,AFC Bournemouth
20/04/2025,2024-2025,Fulham FC,Chelsea FC
26/04/2025,2024-2025,Fulham FC,Fulham FC
03/05/2025,2024-2025,Fulham FC,Aston Villa
10/05/2025,2024-2025,Fulham FC,Everton FC
18/05/2025,2024-2025,Fulham FC,Fulham FC
25/05/2025,2024-2025,Fulham FC,Manchester City
