date,season,team,team_win
27/07/2024,2024-2025,Southampton FC,Southampton FC
31/07/2024,2024-2025,Southampton FC,Oxford United
03/08/2024,2024-2025,Southampton FC,Southampton FC
07/08/2024,2024-2025,Southampton FC,Draw
10/08/2024,2024-2025,Southampton FC,Draw
17/08/2024,2024-2025,Southampton FC,Newcastle United
24/08/2024,2024-2025,Southampton FC,Nottingham Forest
28/08/2024,2024-2025,Southampton FC,Southampton FC
31/08/2024,2024-2025,Southampton FC,Brentford FC
14/09/2024,2024-2025,Southampton FC,Manchester United
17/09/2024,2024-2025,Southampton FC,Southampton FC
21/09/2024,2024-2025,Southampton FC,Draw
30/09/2024,2024-2025,Southampton FC,AFC Bournemouth
05/10/2024,2024-2025,Southampton FC,Arsenal FC
19/10/2024,2024-2025,Southampton FC,Leicester City
26/10/2024,2024-2025,Southampton FC,Manchester City
29/10/2024,2024-2025,Southampton FC,Southampton FC
02/11/2024,2024-2025,Southampton FC,Southampton FC
09/11/2024,2024-2025,Southampton FC,Wolverhampton Wanderers
24/11/2024,2024-2025,Southampton FC,Liverpool FC
29/11/2024,2024-2025,Southampton FC,Draw
04/12/2024,2024-2025,Southampton FC,Chelsea FC
07/12/2024,2024-2025,Southampton FC,Aston Villa
15/12/2024,2024-2025,Southampton FC,Tottenham Hotspur
18/12/2024,2024-2025,Southampton FC,Liverpool FC
22/12/2024,2024-2025,Southampton FC,Draw
26/12/2024,2024-2025,Southampton FC,West Ham United
29/12/2024,2024-2025,Southampton FC,Crystal Palace
04/01/2025,2024-2025,Southampton FC,Brentford FC
12/01/2025,2024-2025,Southampton FC,Southampton FC
16/01/2025,2024-2025,Southampton FC,Manchester United
19/01/2025,2024-2025,Southampton FC,Nottingham Forest
25/01/2025,2024-2025,Southampton FC,Newcastle United
01/02/2025,2024-2025,Southampton FC,Southampton FC
08/02/2025,2024-2025,Southampton FC,Burnley FC
15/02/2025,2024-2025,Southampton FC,AFC Bournemouth
22/02/2025,2024-2025,Southampton FC,Brighton & Hove Albion
25/02/2025,2024-2025,Southampton FC,Chelsea FC
08/03/2025,2024-2025,Southampton FC,Liverpool FC
15/03/2025,2024-2025,Southampton FC,Wolverhampton Wanderers
02/04/2025,2024-2025,Southampton FC,Draw
06/04/2025,2024-2025,Southampton FC,Tottenham Hotspur
12/04/2025,2024-2025,Southampton FC,Aston Villa
19/04/2025,2024-2025,Southampton FC,Draw
26/04/2025,2024-2025,Southampton FC,Fulham FC
03/05/2025,2024-2025,Southampton FC,Leicester City
10/05/2025,2024-2025,Southampton FC,Draw
18/05/2025,2024-2025,Southampton FC,Everton FC
25/05/2025,2024-2025,Southampton FC,Arsenal FC
