date,season,team,team_win
28/07/2024,2024-2025,Wolverhampton Wanderers,Wolverhampton Wanderers
03/08/2024,2024-2025,Wolverhampton Wanderers,Wolverhampton Wanderers
10/08/2024,2024-2025,Wolverhampton Wanderers,Rayo Vallecano
17/08/2024,2024-2025,Wolverhampton Wanderers,Arsenal FC
25/08/2024,2024-2025,Wolverhampton Wanderers,Chelsea FC
28/08/2024,2024-2025,Wolverhampton Wanderers,Wolverhampton Wanderers
31/08/2024,2024-2025,Wolverhampton Wanderers,Draw
15/09/2024,2024-2025,Wolverhampton Wanderers,Newcastle United
18/09/2024,2024-2025,Wolverhampton Wanderers,Brighton & Hove Albion
21/09/2024,2024-2025,Wolverhampton Wanderers,Aston Villa
28/09/2024,2024-2025,Wolverhampton Wanderers,Liverpool FC
05/10/2024,2024-2025,Wolverhampton Wanderers,Brentford FC
20/10/2024,2024-2025,Wolverhampton Wanderers,Manchester City
26/10/2024,2024-2025,Wolverhampton Wanderers,Draw
02/11/2024,2024-2025,Wolverhampton Wanderers,Draw
09/11/2024,2024-2025,Wolverhampton Wanderers,Wolverhampton Wanderers
23/11/2024,2024-2025,Wolverhampton Wanderers,Wolverhampton Wanderers
30/11/2024,2024-2025,Wolverhampton Wanderers,AFC Bournemouth
04/12/2024,2024-2025,Wolverhampton Wanderers,Everton FC
09/12/2024,2024-2025,Wolverhampton Wanderers,West Ham United
14/12/2024,2024-2025,Wolverhampton Wanderers,Ipswich Town
22/12/2024,2024-2025,Wolverhampton Wanderers,Wolverhampton Wanderers
26/12/2024,2024-2025,Wolverhampton Wanderers,Wolverhampton Wanderers
29/12/2024,2024-2025,Wolverhampton Wanderers,Draw
06/01/2025,2024-2025,Wolverhampton Wanderers,Nottingham Forest
11/01/2025,2024-2025,Wolverhampton Wanderers,Wolverhampton Wanderers
15/01/2025,2024-2025,Wolverhampton Wanderers,Newcastle United
20/01/2025,2024-2025,Wolverhampton Wanderers,Chelsea FC
25/01/2025,2024-2025,Wolverhampton Wanderers,Arsenal FC
01/02/2025,2024-2025,Wolverhampton Wanderers,Wolverhampton Wanderers
09/02/2025,2024-2025,Wolverhampton Wanderers,Wolverhampton Wanderers
16/02/2025,2024-2025,Wolverhampton Wanderers,Liverpool FC
22/02/2025,2024-2025,Wolverhampton Wanderers,Wolverhampton Wanderers
25/02/2025,2024-2025,Wolverhampton Wanderers,Fulham FC
01/03/2025,2024-2025,Wolverhampton Wanderers,AFC Bournemouth
08/03/2025,2024-2025,Wolverhampton Wanderers,Draw
15/03/2025,2024-2025,Wolverhampton Wanderers,Wolverhampton Wanderers
01/04/2025,2024-2025,Wolverhampton Wanderers,Wolverhampton Wanderers
05/04/2025,2024-2025,Wolverhampton Wanderers,Wolverhampton Wanderers
13/04/2025,2024-2025,Wolverhampton Wanderers,Wolverhampton Wanderers
20/04/2025,2024-2025,Wolverhampton Wanderers,Wolverhampton Wanderers
26/04/2025,2024-2025,Wolverhampton Wanderers,Wolverhampton Wanderers
02/05/2025,2024-2025,Wolverhampton Wanderers,Manchester City
10/05/2025,2024-2025,Wolverhampton Wanderers,Brighton & Hove Albion
20/05/2025,2024-2025,Wolverhampton Wanderers,Crystal Palace
25/05/2025,2024-2025,Wolverhampton Wanderers,Draw
