date,season,team,team_win
24/07/2024,2024-2025,Brighton & Hove Albion,Brighton & Hove Albion
28/07/2024,2024-2025,Brighton & Hove Albion,Brighton & Hove Albion
03/08/2024,2024-2025,Brighton & Hove Albion,Brighton & Hove Albion
10/08/2024,2024-2025,Brighton & Hove Albion,Brighton & Hove Albion
17/08/2024,2024-2025,Brighton & Hove Albion,Brighton & Hove Albion
24/08/2024,2024-2025,Brighton & Hove Albion,Brighton & Hove Albion
27/08/2024,2024-2025,Brighton & Hove Albion,Brighton & Hove Albion
31/08/2024,2024-2025,Brighton & Hove Albion,Draw
14/09/2024,2024-2025,Brighton & Hove Albion,Draw
18/09/2024,2024-2025,Brighton & Hove Albion,Brighton & Hove Albion
22/09/2024,2024-2025,Brighton & Hove Albion,Draw
28/09/2024,2024-2025,Brighton & Hove Albion,Chelsea FC
06/10/2024,2024-2025,Brighton & Hove Albion,Brighton & Hove Albion
19/10/2024,2024-2025,Brighton & Hove Albion,Brighton & Hove Albion
26/10/2024,2024-2025,Brighton & Hove Albion,Draw
30/10/2024,2024-2025,Brighton & Hove Albion,Liverpool FC
02/11/2024,2024-2025,Brighton & Hove Albion,Liverpool FC
09/11/2024,2024-2025,Brighton & Hove Albion,Brighton & Hove Albion
23/11/2024,2024-2025,Brighton & Hove Albion,Brighton & Hove Albion
29/11/2024,2024-2025,Brighton & Hove Albion,Draw
05/12/2024,2024-2025,Brighton & Hove Albion,Fulham FC
08/12/2024,2024-2025,Brighton & Hove Albion,Draw
15/12/2024,2024-2025,Brighton & Hove Albion,Crystal Palace
21/12/2024,2024-2025,Brighton & Hove Albion,Draw
27/12/2024,2024-2025,Brighton & Hove Albion,Draw
30/12/2024,2024-2025,Brighton & Hove Albion,Draw
04/01/2025,2024-2025,Brighton & Hove Albion,Draw
11/01/2025,2024-2025,Brighton & Hove Albion,Brighton & Hove Albion
16/01/2025,2024-2025,Brighton & Hove Albion,Brighton & Hove Albion
19/01/2025,2024-2025,Brighton & Hove Albion,Brighton & Hove Albion
25/01/2025,2024-2025,Brighton & Hove Albion,Everton FC
01/02/2025,2024-2025,Brighton & Hove Albion,Nottingham Forest
08/02/2025,2024-2025,Brighton & Hove Albion,Brighton & Hove Albion
14/02/2025,2024-2025,Brighton & Hove Albion,Brighton & Hove Albion
22/02/2025,2024-2025,Brighton & Hove Albion,Brighton & Hove Albion
25/02/2025,2024-2025,Brighton & Hove Albion,Brighton & Hove Albion
02/03/2025,2024-2025,Brighton & Hove Albion,Brighton & Hove Albion
08/03/2025,2024-2025,Brighton & Hove Albion,Brighton & Hove Albion
15/03/2025,2024-2025,Brighton & Hove Albion,Draw
29/03/2025,2024-2025,Brighton & Hove Albion,Nottingham Forest
02/04/2025,2024-2025,Brighton & Hove Albion,Aston Villa
05/04/2025,2024-2025,Brighton & Hove Albion,Crystal Palace
12/04/2025,2024-2025,Brighton & Hove Albion,Draw
19/04/2025,2024-2025,Brighton & Hove Albion,Brentford FC
26/04/2025,2024-2025,Brighton & Hove Albion,Brighton & Hove Albion
04/05/2025,2024-2025,Brighton & Hove Albion,Draw
10/05/2025,2024-2025,Brighton & Hove Albion,Brighton & Hove Albion
19/05/2025,2024-2025,Brighton & Hove Albion,Brighton & Hove Albion
25/05/2025,2024-2025,Brighton & Hove Albion,Brighton & Hove Albion
