date,season,team,team_win
25/07/2024,2024-2025,Chelsea FC,Draw
27/07/2024,2024-2025,Chelsea FC,Celtic FC
31/07/2024,2024-2025,Chelsea FC,Chelsea FC
03/08/2024,2024-2025,Chelsea FC,Manchester City
06/08/2024,2024-2025,Chelsea FC,Real Madrid
11/08/2024,2024-2025,Chelsea FC,Draw
18/08/2024,2024-2025,Chelsea FC,Manchester City
22/08/2024,2024-2025,Chelsea FC,Chelsea FC
25/08/2024,2024-2025,Chelsea FC,Chelsea FC
29/08/2024,2024-2025,Chelsea FC,Servette FC
01/09/2024,2024-2025,Chelsea FC,Draw
14/09/2024,2024-2025,Chelsea FC,Chelsea FC
21/09/2024,2024-2025,Chelsea FC,Chelsea FC
24/09/2024,2024-2025,Chelsea FC,Chelsea FC
28/09/2024,2024-2025,Chelsea FC,Chelsea FC
03/10/2024,2024-2025,Chelsea FC,Chelsea FC
06/10/2024,2024-2025,Chelsea FC,Draw
20/10/2024,2024-2025,Chelsea FC,Liverpool FC
24/10/2024,2024-2025,Chelsea FC,Chelsea FC
27/10/2024,2024-2025,Chelsea FC,Chelsea FC
30/10/2024,2024-2025,Chelsea FC,Newcastle United
03/11/2024,2024-2025,Chelsea FC,Draw
07/11/2024,2024-2025,Chelsea FC,Chelsea FC
10/11/2024,2024-2025,Chelsea FC,Draw
23/11/2024,2024-2025,Chelsea FC,Chelsea FC
28/11/2024,2024-2025,Chelsea FC,Chelsea FC
01/12/2024,2024-2025,Chelsea FC,Chelsea FC
04/12/2024,2024-2025,Chelsea FC,Chelsea FC
08/12/2024,2024-2025,Chelsea FC,Chelsea FC
12/12/2024,2024-2025,Chelsea FC,Chelsea FC
15/12/2024,2024-2025,Chelsea FC,Chelsea FC
19/12/2024,2024-2025,Chelsea FC,Chelsea FC
22/12/2024,2024-2025,Chelsea FC,Draw
26/12/2024,2024-2025,Chelsea FC,Fulham FC
30/12/2024,2024-2025,Chelsea FC,Ipswich Town
04/01/2025,2024-2025,Chelsea FC,Draw
11/01/2025,2024-2025,Chelsea FC,Chelsea FC
14/01/2025,2024-2025,Chelsea FC,Draw
20/01/2025,2024-2025,Chelsea FC,Chelsea FC
25/01/2025,2024-2025,Chelsea FC,Manchester City
03/02/2025,2024-2025,Chelsea FC,Chelsea FC
08/02/2025,2024-2025,Chelsea FC,Brighton & Hove Albion
14/02/2025,2024-2025,Chelsea FC,Brighton & Hove Albion
22/02/2025,2024-2025,Chelsea FC,Aston Villa
25/02/2025,2024-2025,Chelsea FC,Chelsea FC
06/03/2025,2024-2025,Chelsea FC,Chelsea FC
09/03/2025,2024-2025,Chelsea FC,Chelsea FC
13/03/2025,2024-2025,Chelsea FC,Chelsea FC
16/03/2025,2024-2025,Chelsea FC,Arsenal FC
03/04/2025,2024-2025,Chelsea FC,Chelsea FC
06/04/2025,2024-2025,Chelsea FC,Draw
10/04/2025,2024-2025,Chelsea FC,Chelsea FC
13/04/2025,2024-2025,Chelsea FC,Draw
17/04/2025,2024-2025,Chelsea FC,Legia Warszawa
20/04/2025,2024-2025,Chelsea FC,Chelsea FC
26/04/2025,2024-2025,Chelsea FC,Chelsea FC
01/05/2025,2024-2025,Chelsea FC,Chelsea FC
04/05/2025,2024-2025,Chelsea FC,Chelsea FC
08/05/2025,2024-2025,Chelsea FC,Chelsea FC
11/05/2025,2024-2025,Chelsea FC,Newcastle United
16/05/2025,2024-2025,Chelsea FC,Chelsea FC
25/05/2025,2024-2025,Chelsea FC,Chelsea FC
28/05/2025,2024-2025,Chelsea FC,Chelsea FC
16/06/2025,2024-2025,Chelsea FC,Chelsea FC
20/06/2025,2024-2025,Chelsea FC,Flamengo RJ
25/06/2025,2024-2025,Chelsea FC,Chelsea FC
28/06/2025,2024-2025,Chelsea FC,Chelsea FC
