date,season,team,team_win
27/07/2024,2024-2025,Newcastle United,Newcastle United
31/07/2024,2024-2025,Newcastle United,Newcastle United
03/08/2024,2024-2025,Newcastle United,Yokohama F. Marinos
09/08/2024,2024-2025,Newcastle United,Newcastle United
10/08/2024,2024-2025,Newcastle United,Newcastle United
17/08/2024,2024-2025,Newcastle United,Newcastle United
25/08/2024,2024-2025,Newcastle United,Draw
28/08/2024,2024-2025,Newcastle United,Newcastle United
01/09/2024,2024-2025,Newcastle United,Newcastle United
15/09/2024,2024-2025,Newcastle United,Newcastle United
21/09/2024,2024-2025,Newcastle United,Fulham FC
28/09/2024,2024-2025,Newcastle United,Draw
01/10/2024,2024-2025,Newcastle United,Newcastle United
05/10/2024,2024-2025,Newcastle United,Draw
19/10/2024,2024-2025,Newcastle United,Brighton & Hove Albion
27/10/2024,2024-2025,Newcastle United,Chelsea FC
30/10/2024,2024-2025,Newcastle United,Newcastle United
02/11/2024,2024-2025,Newcastle United,Newcastle United
10/11/2024,2024-2025,Newcastle United,Newcastle United
25/11/2024,2024-2025,Newcastle United,West Ham United
30/11/2024,2024-2025,Newcastle United,Draw
04/12/2024,2024-2025,Newcastle United,Draw
07/12/2024,2024-2025,Newcastle United,Brentford FC
14/12/2024,2024-2025,Newcastle United,Newcastle United
18/12/2024,2024-2025,Newcastle United,Newcastle United
21/12/2024,2024-2025,Newcastle United,Newcastle United
26/12/2024,2024-2025,Newcastle United,Newcastle United
30/12/2024,2024-2025,Newcastle United,Newcastle United
04/01/2025,2024-2025,Newcastle United,Newcastle United
07/01/2025,2024-2025,Newcastle United,Newcastle United
12/01/2025,2024-2025,Newcastle United,Newcastle United
15/01/2025,2024-2025,Newcastle United,Newcastle United
18/01/2025,2024-2025,Newcastle United,AFC Bournemouth
25/01/2025,2024-2025,Newcastle United,Newcastle United
01/02/2025,2024-2025,Newcastle United,Fulham FC
05/02/2025,2024-2025,Newcastle United,Newcastle United
08/02/2025,2024-2025,Newcastle United,Newcastle United
15/02/2025,2024-2025,Newcastle United,Manchester City
23/02/2025,2024-2025,Newcastle United,Newcastle United
26/02/2025,2024-2025,Newcastle United,Liverpool FC
02/03/2025,2024-2025,Newcastle United,Brighton & Hove Albion
10/03/2025,2024-2025,Newcastle United,Newcastle United
16/03/2025,2024-2025,Newcastle United,Newcastle United
02/04/2025,2024-2025,Newcastle United,Newcastle United
07/04/2025,2024-2025,Newcastle United,Newcastle United
13/04/2025,2024-2025,Newcastle United,Newcastle United
16/04/2025,2024-2025,Newcastle United,Newcastle United
19/04/2025,2024-2025,Newcastle United,Aston Villa
26/04/2025,2024-2025,Newcastle United,Newcastle United
04/05/2025,2024-2025,Newcastle United,Draw
11/05/2025,2024-2025,Newcastle United,Newcastle United
18/05/2025,2024-2025,Newcastle United,Arsenal FC
25/05/2025,2024-2025,Newcastle United,Everton FC
