date,season,team,team_win
08/08/2015,2015-2016,AFC Bournemouth,Aston Villa
17/08/2015,2015-2016,AFC Bournemouth,Liverpool FC
22/08/2015,2015-2016,AFC Bournemouth,AFC Bournemouth
25/08/2015,2015-2016,AFC Bournemouth,AFC Bournemouth
29/08/2015,2015-2016,AFC Bournemouth,Draw
12/09/2015,2015-2016,AFC Bournemouth,Norwich City
19/09/2015,2015-2016,AFC Bournemouth,AFC Bournemouth
22/09/2015,2015-2016,AFC Bournemouth,AFC Bournemouth
26/09/2015,2015-2016,AFC Bournemouth,Stoke City
03/10/2015,2015-2016,AFC Bournemouth,Draw
17/10/2015,2015-2016,AFC Bournemouth,Manchester City
25/10/2015,2015-2016,AFC Bournemouth,Tottenham Hotspur
28/10/2015,2015-2016,AFC Bournemouth,Liverpool FC
01/11/2015,2015-2016,AFC Bournemouth,Southampton FC
07/11/2015,2015-2016,AFC Bournemouth,Newcastle United
21/11/2015,2015-2016,AFC Bournemouth,Draw
28/11/2015,2015-2016,AFC Bournemouth,Draw
05/12/2015,2015-2016,AFC Bournemouth,AFC Bournemouth
12/12/2015,2015-2016,AFC Bournemouth,AFC Bournemouth
19/12/2015,2015-2016,AFC Bournemouth,AFC Bournemouth
26/12/2015,2015-2016,AFC Bournemouth,Draw
28/12/2015,2015-2016,AFC Bournemouth,Arsenal FC
02/01/2016,2015-2016,AFC Bournemouth,Draw
09/01/2016,2015-2016,AFC Bournemouth,AFC Bournemouth
12/01/2016,2015-2016,AFC Bournemouth,West Ham United
16/01/2016,2015-2016,AFC Bournemouth,AFC Bournemouth
23/01/2016,2015-2016,AFC Bournemouth,Draw
30/01/2016,2015-2016,AFC Bournemouth,AFC Bournemouth
02/02/2016,2015-2016,AFC Bournemouth,AFC Bournemouth
07/02/2016,2015-2016,AFC Bournemouth,Arsenal FC
13/02/2016,2015-2016,AFC Bournemouth,Stoke City
20/02/2016,2015-2016,AFC Bournemouth,Everton FC
27/02/2016,2015-2016,AFC Bournemouth,Draw
01/03/2016,2015-2016,AFC Bournemouth,AFC Bournemouth
05/03/2016,2015-2016,AFC Bournemouth,AFC Bournemouth
12/03/2016,2015-2016,AFC Bournemouth,AFC Bournemouth
20/03/2016,2015-2016,AFC Bournemouth,Tottenham Hotspur
02/04/2016,2015-2016,AFC Bournemouth,Manchester City
09/04/2016,2015-2016,AFC Bournemouth,AFC Bournemouth
17/04/2016,2015-2016,AFC Bournemouth,Liverpool FC
23/04/2016,2015-2016,AFC Bournemouth,Chelsea FC
30/04/2016,2015-2016,AFC Bournemouth,Everton FC
07/05/2016,2015-2016,AFC Bournemouth,Draw
17/05/2016,2015-2016,AFC Bournemouth,Manchester United
