date,season,team,team_win
09/08/2015,2015-2016,Liverpool FC,Liverpool FC
17/08/2015,2015-2016,Liverpool FC,Liverpool FC
24/08/2015,2015-2016,Liverpool FC,Draw
29/08/2015,2015-2016,Liverpool FC,West Ham United
12/09/2015,2015-2016,Liverpool FC,Manchester United
17/09/2015,2015-2016,Liverpool FC,Draw
20/09/2015,2015-2016,Liverpool FC,Draw
23/09/2015,2015-2016,Liverpool FC,Liverpool FC
26/09/2015,2015-2016,Liverpool FC,Liverpool FC
01/10/2015,2015-2016,Liverpool FC,Draw
04/10/2015,2015-2016,Liverpool FC,Draw
17/10/2015,2015-2016,Liverpool FC,Draw
22/10/2015,2015-2016,Liverpool FC,Draw
25/10/2015,2015-2016,Liverpool FC,Draw
28/10/2015,2015-2016,Liverpool FC,Liverpool FC
31/10/2015,2015-2016,Liverpool FC,Liverpool FC
05/11/2015,2015-2016,Liverpool FC,Liverpool FC
08/11/2015,2015-2016,Liverpool FC,Crystal Palace
21/11/2015,2015-2016,Liverpool FC,Liverpool FC
26/11/2015,2015-2016,Liverpool FC,Liverpool FC
29/11/2015,2015-2016,Liverpool FC,Liverpool FC
02/12/2015,2015-2016,Liverpool FC,Liverpool FC
06/12/2015,2015-2016,Liverpool FC,Newcastle United
10/12/2015,2015-2016,Liverpool FC,Draw
13/12/2015,2015-2016,Liverpool FC,Draw
20/12/2015,2015-2016,Liverpool FC,Watford FC
26/12/2015,2015-2016,Liverpool FC,Liverpool FC
30/12/2015,2015-2016,Liverpool FC,Liverpool FC
02/01/2016,2015-2016,Liverpool FC,West Ham United
05/01/2016,2015-2016,Liverpool FC,Liverpool FC
08/01/2016,2015-2016,Liverpool FC,Draw
13/01/2016,2015-2016,Liverpool FC,Draw
17/01/2016,2015-2016,Liverpool FC,Manchester United
20/01/2016,2015-2016,Liverpool FC,Liverpool FC
23/01/2016,2015-2016,Liverpool FC,Liverpool FC
26/01/2016,2015-2016,Liverpool FC,Liverpool FC
30/01/2016,2015-2016,Liverpool FC,Draw
02/02/2016,2015-2016,Liverpool FC,Leicester City
06/02/2016,2015-2016,Liverpool FC,Draw
09/02/2016,2015-2016,Liverpool FC,West Ham United
14/02/2016,2015-2016,Liverpool FC,Liverpool FC
18/02/2016,2015-2016,Liverpool FC,Draw
25/02/2016,2015-2016,Liverpool FC,Liverpool FC
28/02/2016,2015-2016,Liverpool FC,Manchester City
02/03/2016,2015-2016,Liverpool FC,Liverpool FC
06/03/2016,2015-2016,Liverpool FC,Liverpool FC
10/03/2016,2015-2016,Liverpool FC,Liverpool FC
17/03/2016,2015-2016,Liverpool FC,Draw
20/03/2016,2015-2016,Liverpool FC,Southampton FC
02/04/2016,2015-2016,Liverpool FC,Draw
07/04/2016,2015-2016,Liverpool FC,Draw
10/04/2016,2015-2016,Liverpool FC,Liverpool FC
14/04/2016,2015-2016,Liverpool FC,Liverpool FC
17/04/2016,2015-2016,Liverpool FC,Liverpool FC
20/04/2016,2015-2016,Liverpool FC,Liverpool FC
23/04/2016,2015-2016,Liverpool FC,Draw
28/04/2016,2015-2016,Liverpool FC,Villarreal CF
01/05/2016,2015-2016,Liverpool FC,Swansea City
05/05/2016,2015-2016,Liverpool FC,Liverpool FC
08/05/2016,2015-2016,Liverpool FC,Liverpool FC
11/05/2016,2015-2016,Liverpool FC,Draw
15/05/2016,2015-2016,Liverpool FC,Draw
18/05/2016,2015-2016,Liverpool FC,Sevilla FC
