date,season,team,team_win
08/08/2015,2015-2016,Leicester City,Leicester City
15/08/2015,2015-2016,Leicester City,Leicester City
22/08/2015,2015-2016,Leicester City,Draw
25/08/2015,2015-2016,Leicester City,Leicester City
29/08/2015,2015-2016,Leicester City,Draw
13/09/2015,2015-2016,Leicester City,Leicester City
19/09/2015,2015-2016,Leicester City,Draw
22/09/2015,2015-2016,Leicester City,Leicester City
26/09/2015,2015-2016,Leicester City,Arsenal FC
03/10/2015,2015-2016,Leicester City,Leicester City
17/10/2015,2015-2016,Leicester City,Draw
24/10/2015,2015-2016,Leicester City,Leicester City
27/10/2015,2015-2016,Leicester City,Hull City
31/10/2015,2015-2016,Leicester City,Leicester City
07/11/2015,2015-2016,Leicester City,Leicester City
21/11/2015,2015-2016,Leicester City,Leicester City
28/11/2015,2015-2016,Leicester City,Draw
05/12/2015,2015-2016,Leicester City,Leicester City
14/12/2015,2015-2016,Leicester City,Leicester City
19/12/2015,2015-2016,Leicester City,Leicester City
26/12/2015,2015-2016,Leicester City,Liverpool FC
29/12/2015,2015-2016,Leicester City,Draw
02/01/2016,2015-2016,Leicester City,Draw
10/01/2016,2015-2016,Leicester City,Draw
13/01/2016,2015-2016,Leicester City,Leicester City
16/01/2016,2015-2016,Leicester City,Draw
20/01/2016,2015-2016,Leicester City,Tottenham Hotspur
23/01/2016,2015-2016,Leicester City,Leicester City
02/02/2016,2015-2016,Leicester City,Leicester City
06/02/2016,2015-2016,Leicester City,Leicester City
14/02/2016,2015-2016,Leicester City,Arsenal FC
27/02/2016,2015-2016,Leicester City,Leicester City
01/03/2016,2015-2016,Leicester City,Draw
05/03/2016,2015-2016,Leicester City,Leicester City
14/03/2016,2015-2016,Leicester City,Leicester City
19/03/2016,2015-2016,Leicester City,Leicester City
03/04/2016,2015-2016,Leicester City,Leicester City
10/04/2016,2015-2016,Leicester City,Leicester City
17/04/2016,2015-2016,Leicester City,Draw
24/04/2016,2015-2016,Leicester City,Leicester City
01/05/2016,2015-2016,Leicester City,Draw
07/05/2016,2015-2016,Leicester City,Leicester City
15/05/2016,2015-2016,Leicester City,Draw
