date,season,team,team_win
02/07/2015,2015-2016,West Ham United,West Ham United
09/07/2015,2015-2016,West Ham United,West Ham United
16/07/2015,2015-2016,West Ham United,West Ham United
23/07/2015,2015-2016,West Ham United,West Ham United
30/07/2015,2015-2016,West Ham United,Draw
06/08/2015,2015-2016,West Ham United,Astra Giurgiu
09/08/2015,2015-2016,West Ham United,West Ham United
15/08/2015,2015-2016,West Ham United,Leicester City
22/08/2015,2015-2016,West Ham United,AFC Bournemouth
29/08/2015,2015-2016,West Ham United,West Ham United
14/09/2015,2015-2016,West Ham United,West Ham United
19/09/2015,2015-2016,West Ham United,West Ham United
22/09/2015,2015-2016,West Ham United,Leicester City
26/09/2015,2015-2016,West Ham United,Draw
03/10/2015,2015-2016,West Ham United,Draw
17/10/2015,2015-2016,West Ham United,West Ham United
24/10/2015,2015-2016,West Ham United,West Ham United
31/10/2015,2015-2016,West Ham United,Watford FC
07/11/2015,2015-2016,West Ham United,Draw
22/11/2015,2015-2016,West Ham United,Tottenham Hotspur
29/11/2015,2015-2016,West Ham United,Draw
05/12/2015,2015-2016,West Ham United,Draw
12/12/2015,2015-2016,West Ham United,Draw
20/12/2015,2015-2016,West Ham United,Draw
26/12/2015,2015-2016,West Ham United,Draw
28/12/2015,2015-2016,West Ham United,West Ham United
02/01/2016,2015-2016,West Ham United,West Ham United
09/01/2016,2015-2016,West Ham United,West Ham United
12/01/2016,2015-2016,West Ham United,West Ham United
16/01/2016,2015-2016,West Ham United,Newcastle United
23/01/2016,2015-2016,West Ham United,Draw
30/01/2016,2015-2016,West Ham United,Draw
02/02/2016,2015-2016,West Ham United,West Ham United
06/02/2016,2015-2016,West Ham United,Southampton FC
09/02/2016,2015-2016,West Ham United,West Ham United
13/02/2016,2015-2016,West Ham United,Draw
21/02/2016,2015-2016,West Ham United,West Ham United
27/02/2016,2015-2016,West Ham United,West Ham United
02/03/2016,2015-2016,West Ham United,West Ham United
05/03/2016,2015-2016,West Ham United,West Ham United
13/03/2016,2015-2016,West Ham United,Draw
19/03/2016,2015-2016,West Ham United,Draw
02/04/2016,2015-2016,West Ham United,Draw
09/04/2016,2015-2016,West Ham United,Draw
13/04/2016,2015-2016,West Ham United,Manchester United
17/04/2016,2015-2016,West Ham United,Draw
20/04/2016,2015-2016,West Ham United,West Ham United
30/04/2016,2015-2016,West Ham United,West Ham United
07/05/2016,2015-2016,West Ham United,Swansea City
10/05/2016,2015-2016,West Ham United,West Ham United
15/05/2016,2015-2016,West Ham United,Stoke City
