date,season,team,team_win
08/08/2015,2015-2016,Everton FC,Draw
15/08/2015,2015-2016,Everton FC,Everton FC
23/08/2015,2015-2016,Everton FC,Manchester City
26/08/2015,2015-2016,Everton FC,Everton FC
29/08/2015,2015-2016,Everton FC,Draw
12/09/2015,2015-2016,Everton FC,Everton FC
19/09/2015,2015-2016,Everton FC,Draw
22/09/2015,2015-2016,Everton FC,Everton FC
28/09/2015,2015-2016,Everton FC,Everton FC
04/10/2015,2015-2016,Everton FC,Draw
17/10/2015,2015-2016,Everton FC,Manchester United
24/10/2015,2015-2016,Everton FC,Arsenal FC
27/10/2015,2015-2016,Everton FC,Everton FC
01/11/2015,2015-2016,Everton FC,Everton FC
07/11/2015,2015-2016,Everton FC,Draw
21/11/2015,2015-2016,Everton FC,Everton FC
28/11/2015,2015-2016,Everton FC,Draw
01/12/2015,2015-2016,Everton FC,Everton FC
07/12/2015,2015-2016,Everton FC,Draw
12/12/2015,2015-2016,Everton FC,Draw
19/12/2015,2015-2016,Everton FC,Leicester City
26/12/2015,2015-2016,Everton FC,Everton FC
28/12/2015,2015-2016,Everton FC,Stoke City
03/01/2016,2015-2016,Everton FC,Draw
06/01/2016,2015-2016,Everton FC,Everton FC
09/01/2016,2015-2016,Everton FC,Everton FC
13/01/2016,2015-2016,Everton FC,Draw
16/01/2016,2015-2016,Everton FC,Draw
24/01/2016,2015-2016,Everton FC,Swansea City
27/01/2016,2015-2016,Everton FC,Manchester City
31/01/2016,2015-2016,Everton FC,Everton FC
03/02/2016,2015-2016,Everton FC,Everton FC
06/02/2016,2015-2016,Everton FC,Everton FC
13/02/2016,2015-2016,Everton FC,West Bromwich Albion
20/02/2016,2015-2016,Everton FC,Everton FC
01/03/2016,2015-2016,Everton FC,Everton FC
05/03/2016,2015-2016,Everton FC,West Ham United
12/03/2016,2015-2016,Everton FC,Everton FC
19/03/2016,2015-2016,Everton FC,Arsenal FC
03/04/2016,2015-2016,Everton FC,Manchester United
09/04/2016,2015-2016,Everton FC,Draw
13/04/2016,2015-2016,Everton FC,Draw
16/04/2016,2015-2016,Everton FC,Draw
20/04/2016,2015-2016,Everton FC,Liverpool FC
23/04/2016,2015-2016,Everton FC,Manchester United
30/04/2016,2015-2016,Everton FC,Everton FC
07/05/2016,2015-2016,Everton FC,Leicester City
11/05/2016,2015-2016,Everton FC,Sunderland AFC
15/05/2016,2015-2016,Everton FC,Everton FC
