date,season,team,team_win
10/08/2015,2015-2016,Manchester City,Manchester City
16/08/2015,2015-2016,Manchester City,Manchester City
23/08/2015,2015-2016,Manchester City,Manchester City
29/08/2015,2015-2016,Manchester City,Manchester City
12/09/2015,2015-2016,Manchester City,Manchester City
15/09/2015,2015-2016,Manchester City,Juventus
19/09/2015,2015-2016,Manchester City,West Ham United
22/09/2015,2015-2016,Manchester City,Manchester City
26/09/2015,2015-2016,Manchester City,Tottenham Hotspur
30/09/2015,2015-2016,Manchester City,Manchester City
03/10/2015,2015-2016,Manchester City,Manchester City
17/10/2015,2015-2016,Manchester City,Manchester City
21/10/2015,2015-2016,Manchester City,Manchester City
25/10/2015,2015-2016,Manchester City,Draw
28/10/2015,2015-2016,Manchester City,Manchester City
31/10/2015,2015-2016,Manchester City,Manchester City
03/11/2015,2015-2016,Manchester City,Manchester City
08/11/2015,2015-2016,Manchester City,Draw
21/11/2015,2015-2016,Manchester City,Liverpool FC
25/11/2015,2015-2016,Manchester City,Juventus
28/11/2015,2015-2016,Manchester City,Manchester City
01/12/2015,2015-2016,Manchester City,Manchester City
05/12/2015,2015-2016,Manchester City,Stoke City
08/12/2015,2015-2016,Manchester City,Manchester City
12/12/2015,2015-2016,Manchester City,Manchester City
21/12/2015,2015-2016,Manchester City,Arsenal FC
26/12/2015,2015-2016,Manchester City,Manchester City
29/12/2015,2015-2016,Manchester City,Draw
02/01/2016,2015-2016,Manchester City,Manchester City
06/01/2016,2015-2016,Manchester City,Everton FC
09/01/2016,2015-2016,Manchester City,Manchester City
13/01/2016,2015-2016,Manchester City,Draw
16/01/2016,2015-2016,Manchester City,Manchester City
23/01/2016,2015-2016,Manchester City,Draw
27/01/2016,2015-2016,Manchester City,Manchester City
30/01/2016,2015-2016,Manchester City,Manchester City
02/02/2016,2015-2016,Manchester City,Manchester City
06/02/2016,2015-2016,Manchester City,Leicester City
14/02/2016,2015-2016,Manchester City,Tottenham Hotspur
21/02/2016,2015-2016,Manchester City,Chelsea FC
24/02/2016,2015-2016,Manchester City,Manchester City
28/02/2016,2015-2016,Manchester City,Manchester City
02/03/2016,2015-2016,Manchester City,Liverpool FC
05/03/2016,2015-2016,Manchester City,Manchester City
12/03/2016,2015-2016,Manchester City,Draw
15/03/2016,2015-2016,Manchester City,Draw
20/03/2016,2015-2016,Manchester City,Manchester United
02/04/2016,2015-2016,Manchester City,Manchester City
06/04/2016,2015-2016,Manchester City,Draw
09/04/2016,2015-2016,Manchester City,Manchester City
12/04/2016,2015-2016,Manchester City,Manchester City
16/04/2016,2015-2016,Manchester City,Manchester City
19/04/2016,2015-2016,Manchester City,Draw
23/04/2016,2015-2016,Manchester City,Manchester City
26/04/2016,2015-2016,Manchester City,Draw
01/05/2016,2015-2016,Manchester City,Southampton FC
04/05/2016,2015-2016,Manchester City,Real Madrid
08/05/2016,2015-2016,Manchester City,Draw
15/05/2016,2015-2016,Manchester City,Draw
