date,season,team,team_win
23/07/2015,2015-2016,Southampton FC,Southampton FC
24/07/2015,2015-2016,Southampton FC,Southampton FC
30/07/2015,2015-2016,Southampton FC,Southampton FC
06/08/2015,2015-2016,Southampton FC,Southampton FC
09/08/2015,2015-2016,Southampton FC,Draw
15/08/2015,2015-2016,Southampton FC,Everton FC
20/08/2015,2015-2016,Southampton FC,Draw
23/08/2015,2015-2016,Southampton FC,Draw
27/08/2015,2015-2016,Southampton FC,FC Midtjylland
30/08/2015,2015-2016,Southampton FC,Southampton FC
12/09/2015,2015-2016,Southampton FC,Draw
20/09/2015,2015-2016,Southampton FC,Manchester United
23/09/2015,2015-2016,Southampton FC,Southampton FC
26/09/2015,2015-2016,Southampton FC,Southampton FC
03/10/2015,2015-2016,Southampton FC,Southampton FC
17/10/2015,2015-2016,Southampton FC,Draw
25/10/2015,2015-2016,Southampton FC,Draw
28/10/2015,2015-2016,Southampton FC,Southampton FC
01/11/2015,2015-2016,Southampton FC,Southampton FC
07/11/2015,2015-2016,Southampton FC,Southampton FC
21/11/2015,2015-2016,Southampton FC,Stoke City
28/11/2015,2015-2016,Southampton FC,Manchester City
02/12/2015,2015-2016,Southampton FC,Liverpool FC
05/12/2015,2015-2016,Southampton FC,Draw
12/12/2015,2015-2016,Southampton FC,Crystal Palace
19/12/2015,2015-2016,Southampton FC,Tottenham Hotspur
26/12/2015,2015-2016,Southampton FC,Southampton FC
28/12/2015,2015-2016,Southampton FC,West Ham United
02/01/2016,2015-2016,Southampton FC,Norwich City
09/01/2016,2015-2016,Southampton FC,Crystal Palace
13/01/2016,2015-2016,Southampton FC,Southampton FC
16/01/2016,2015-2016,Southampton FC,Southampton FC
23/01/2016,2015-2016,Southampton FC,Southampton FC
02/02/2016,2015-2016,Southampton FC,Draw
06/02/2016,2015-2016,Southampton FC,Southampton FC
13/02/2016,2015-2016,Southampton FC,Southampton FC
27/02/2016,2015-2016,Southampton FC,Chelsea FC
01/03/2016,2015-2016,Southampton FC,AFC Bournemouth
05/03/2016,2015-2016,Southampton FC,Draw
12/03/2016,2015-2016,Southampton FC,Southampton FC
20/03/2016,2015-2016,Southampton FC,Southampton FC
03/04/2016,2015-2016,Southampton FC,Leicester City
09/04/2016,2015-2016,Southampton FC,Southampton FC
16/04/2016,2015-2016,Southampton FC,Draw
23/04/2016,2015-2016,Southampton FC,Southampton FC
01/05/2016,2015-2016,Southampton FC,Southampton FC
08/05/2016,2015-2016,Southampton FC,Southampton FC
15/05/2016,2015-2016,Southampton FC,Southampton FC
