date,season,team,team_win
08/08/2015,2015-2016,Tottenham Hotspur,Manchester United
15/08/2015,2015-2016,Tottenham Hotspur,Draw
22/08/2015,2015-2016,Tottenham Hotspur,Draw
29/08/2015,2015-2016,Tottenham Hotspur,Draw
13/09/2015,2015-2016,Tottenham Hotspur,Tottenham Hotspur
17/09/2015,2015-2016,Tottenham Hotspur,Tottenham Hotspur
20/09/2015,2015-2016,Tottenham Hotspur,Tottenham Hotspur
23/09/2015,2015-2016,Tottenham Hotspur,Arsenal FC
26/09/2015,2015-2016,Tottenham Hotspur,Tottenham Hotspur
01/10/2015,2015-2016,Tottenham Hotspur,Draw
04/10/2015,2015-2016,Tottenham Hotspur,Draw
17/10/2015,2015-2016,Tottenham Hotspur,Draw
22/10/2015,2015-2016,Tottenham Hotspur,RSC Anderlecht
25/10/2015,2015-2016,Tottenham Hotspur,Tottenham Hotspur
02/11/2015,2015-2016,Tottenham Hotspur,Tottenham Hotspur
05/11/2015,2015-2016,Tottenham Hotspur,Tottenham Hotspur
08/11/2015,2015-2016,Tottenham Hotspur,Draw
22/11/2015,2015-2016,Tottenham Hotspur,Tottenham Hotspur
26/11/2015,2015-2016,Tottenham Hotspur,Tottenham Hotspur
29/11/2015,2015-2016,Tottenham Hotspur,Draw
05/12/2015,2015-2016,Tottenham Hotspur,Draw
10/12/2015,2015-2016,Tottenham Hotspur,Tottenham Hotspur
13/12/2015,2015-2016,Tottenham Hotspur,Newcastle United
19/12/2015,2015-2016,Tottenham Hotspur,Tottenham Hotspur
26/12/2015,2015-2016,Tottenham Hotspur,Tottenham Hotspur
28/12/2015,2015-2016,Tottenham Hotspur,Tottenham Hotspur
03/01/2016,2015-2016,Tottenham Hotspur,Draw
10/01/2016,2015-2016,Tottenham Hotspur,Draw
13/01/2016,2015-2016,Tottenham Hotspur,Leicester City
16/01/2016,2015-2016,Tottenham Hotspur,Tottenham Hotspur
20/01/2016,2015-2016,Tottenham Hotspur,Tottenham Hotspur
23/01/2016,2015-2016,Tottenham Hotspur,Tottenham Hotspur
30/01/2016,2015-2016,Tottenham Hotspur,Tottenham Hotspur
02/02/2016,2015-2016,Tottenham Hotspur,Tottenham Hotspur
06/02/2016,2015-2016,Tottenham Hotspur,Tottenham Hotspur
14/02/2016,2015-2016,Tottenham Hotspur,Tottenham Hotspur
18/02/2016,2015-2016,Tottenham Hotspur,Draw
21/02/2016,2015-2016,Tottenham Hotspur,Crystal Palace
25/02/2016,2015-2016,Tottenham Hotspur,Tottenham Hotspur
28/02/2016,2015-2016,Tottenham Hotspur,Tottenham Hotspur
02/03/2016,2015-2016,Tottenham Hotspur,West Ham United
05/03/2016,2015-2016,Tottenham Hotspur,Draw
10/03/2016,2015-2016,Tottenham Hotspur,Borussia Dortmund
13/03/2016,2015-2016,Tottenham Hotspur,Tottenham Hotspur
17/03/2016,2015-2016,Tottenham Hotspur,Borussia Dortmund
20/03/2016,2015-2016,Tottenham Hotspur,Tottenham Hotspur
02/04/2016,2015-2016,Tottenham Hotspur,Draw
10/04/2016,2015-2016,Tottenham Hotspur,Tottenham Hotspur
18/04/2016,2015-2016,Tottenham Hotspur,Tottenham Hotspur
25/04/2016,2015-2016,Tottenham Hotspur,Draw
02/05/2016,2015-2016,Tottenham Hotspur,Draw
08/05/2016,2015-2016,Tottenham Hotspur,Southampton FC
15/05/2016,2015-2016,Tottenham Hotspur,Newcastle United
