date,season,team,team_win
02/08/2015,2015-2016,Chelsea FC,Arsenal FC
08/08/2015,2015-2016,Chelsea FC,Draw
16/08/2015,2015-2016,Chelsea FC,Manchester City
23/08/2015,2015-2016,Chelsea FC,Chelsea FC
29/08/2015,2015-2016,Chelsea FC,Crystal Palace
12/09/2015,2015-2016,Chelsea FC,Everton FC
16/09/2015,2015-2016,Chelsea FC,Chelsea FC
19/09/2015,2015-2016,Chelsea FC,Chelsea FC
23/09/2015,2015-2016,Chelsea FC,Chelsea FC
26/09/2015,2015-2016,Chelsea FC,Draw
29/09/2015,2015-2016,Chelsea FC,FC Porto
03/10/2015,2015-2016,Chelsea FC,Southampton FC
17/10/2015,2015-2016,Chelsea FC,Chelsea FC
20/10/2015,2015-2016,Chelsea FC,Draw
24/10/2015,2015-2016,Chelsea FC,West Ham United
27/10/2015,2015-2016,Chelsea FC,Stoke City
31/10/2015,2015-2016,Chelsea FC,Liverpool FC
04/11/2015,2015-2016,Chelsea FC,Chelsea FC
07/11/2015,2015-2016,Chelsea FC,Stoke City
21/11/2015,2015-2016,Chelsea FC,Chelsea FC
24/11/2015,2015-2016,Chelsea FC,Chelsea FC
29/11/2015,2015-2016,Chelsea FC,Draw
05/12/2015,2015-2016,Chelsea FC,AFC Bournemouth
09/12/2015,2015-2016,Chelsea FC,Chelsea FC
14/12/2015,2015-2016,Chelsea FC,Leicester City
19/12/2015,2015-2016,Chelsea FC,Chelsea FC
26/12/2015,2015-2016,Chelsea FC,Draw
28/12/2015,2015-2016,Chelsea FC,Draw
03/01/2016,2015-2016,Chelsea FC,Chelsea FC
10/01/2016,2015-2016,Chelsea FC,Chelsea FC
13/01/2016,2015-2016,Chelsea FC,Draw
16/01/2016,2015-2016,Chelsea FC,Draw
24/01/2016,2015-2016,Chelsea FC,Chelsea FC
31/01/2016,2015-2016,Chelsea FC,Chelsea FC
03/02/2016,2015-2016,Chelsea FC,Draw
07/02/2016,2015-2016,Chelsea FC,Draw
13/02/2016,2015-2016,Chelsea FC,Chelsea FC
16/02/2016,2015-2016,Chelsea FC,Paris Saint-Germain
21/02/2016,2015-2016,Chelsea FC,Chelsea FC
27/02/2016,2015-2016,Chelsea FC,Chelsea FC
01/03/2016,2015-2016,Chelsea FC,Chelsea FC
05/03/2016,2015-2016,Chelsea FC,Draw
09/03/2016,2015-2016,Chelsea FC,Paris Saint-Germain
12/03/2016,2015-2016,Chelsea FC,Everton FC
19/03/2016,2015-2016,Chelsea FC,Draw
02/04/2016,2015-2016,Chelsea FC,Chelsea FC
09/04/2016,2015-2016,Chelsea FC,Swansea City
16/04/2016,2015-2016,Chelsea FC,Manchester City
23/04/2016,2015-2016,Chelsea FC,Chelsea FC
02/05/2016,2015-2016,Chelsea FC,Draw
07/05/2016,2015-2016,Chelsea FC,Sunderland AFC
11/05/2016,2015-2016,Chelsea FC,Draw
15/05/2016,2015-2016,Chelsea FC,Draw
