date,season,team,team_win
08/08/2015,2015-2016,Crystal Palace,Crystal Palace
16/08/2015,2015-2016,Crystal Palace,Arsenal FC
22/08/2015,2015-2016,Crystal Palace,Crystal Palace
25/08/2015,2015-2016,Crystal Palace,Crystal Palace
29/08/2015,2015-2016,Crystal Palace,Crystal Palace
12/09/2015,2015-2016,Crystal Palace,Manchester City
20/09/2015,2015-2016,Crystal Palace,Tottenham Hotspur
23/09/2015,2015-2016,Crystal Palace,Crystal Palace
27/09/2015,2015-2016,Crystal Palace,Crystal Palace
03/10/2015,2015-2016,Crystal Palace,Crystal Palace
17/10/2015,2015-2016,Crystal Palace,West Ham United
24/10/2015,2015-2016,Crystal Palace,Leicester City
28/10/2015,2015-2016,Crystal Palace,Manchester City
31/10/2015,2015-2016,Crystal Palace,Draw
08/11/2015,2015-2016,Crystal Palace,Crystal Palace
23/11/2015,2015-2016,Crystal Palace,Sunderland AFC
28/11/2015,2015-2016,Crystal Palace,Crystal Palace
07/12/2015,2015-2016,Crystal Palace,Draw
12/12/2015,2015-2016,Crystal Palace,Crystal Palace
19/12/2015,2015-2016,Crystal Palace,Crystal Palace
26/12/2015,2015-2016,Crystal Palace,Draw
28/12/2015,2015-2016,Crystal Palace,Draw
03/01/2016,2015-2016,Crystal Palace,Chelsea FC
09/01/2016,2015-2016,Crystal Palace,Crystal Palace
12/01/2016,2015-2016,Crystal Palace,Aston Villa
16/01/2016,2015-2016,Crystal Palace,Manchester City
23/01/2016,2015-2016,Crystal Palace,Tottenham Hotspur
30/01/2016,2015-2016,Crystal Palace,Crystal Palace
02/02/2016,2015-2016,Crystal Palace,AFC Bournemouth
06/02/2016,2015-2016,Crystal Palace,Draw
13/02/2016,2015-2016,Crystal Palace,Watford FC
21/02/2016,2015-2016,Crystal Palace,Crystal Palace
27/02/2016,2015-2016,Crystal Palace,West Bromwich Albion
01/03/2016,2015-2016,Crystal Palace,Draw
06/03/2016,2015-2016,Crystal Palace,Liverpool FC
11/03/2016,2015-2016,Crystal Palace,Crystal Palace
19/03/2016,2015-2016,Crystal Palace,Leicester City
02/04/2016,2015-2016,Crystal Palace,Draw
09/04/2016,2015-2016,Crystal Palace,Crystal Palace
13/04/2016,2015-2016,Crystal Palace,Draw
17/04/2016,2015-2016,Crystal Palace,Draw
20/04/2016,2015-2016,Crystal Palace,Manchester United
24/04/2016,2015-2016,Crystal Palace,Crystal Palace
30/04/2016,2015-2016,Crystal Palace,Newcastle United
07/05/2016,2015-2016,Crystal Palace,Crystal Palace
15/05/2016,2015-2016,Crystal Palace,Southampton FC
21/05/2016,2015-2016,Crystal Palace,Manchester United
