date,season,team,team_win
01/07/2020,2020-2021,Arsenal FC,Arsenal FC
04/07/2020,2020-2021,Arsenal FC,Arsenal FC
07/07/2020,2020-2021,Arsenal FC,Draw
12/07/2020,2020-2021,Arsenal FC,Tottenham Hotspur
15/07/2020,2020-2021,Arsenal FC,Arsenal FC
18/07/2020,2020-2021,Arsenal FC,Arsenal FC
21/07/2020,2020-2021,Arsenal FC,Aston Villa
26/07/2020,2020-2021,Arsenal FC,Arsenal FC
01/08/2020,2020-2021,Arsenal FC,Arsenal FC
29/08/2020,2020-2021,Arsenal FC,Arsenal FC
12/09/2020,2020-2021,Arsenal FC,Arsenal FC
19/09/2020,2020-2021,Arsenal FC,Arsenal FC
23/09/2020,2020-2021,Arsenal FC,Arsenal FC
28/09/2020,2020-2021,Arsenal FC,Liverpool FC
01/10/2020,2020-2021,Arsenal FC,Arsenal FC
04/10/2020,2020-2021,Arsenal FC,Arsenal FC
17/10/2020,2020-2021,Arsenal FC,Manchester City
22/10/2020,2020-2021,Arsenal FC,Arsenal FC
25/10/2020,2020-2021,Arsenal FC,Leicester City
29/10/2020,2020-2021,Arsenal FC,Arsenal FC
01/11/2020,2020-2021,Arsenal FC,Arsenal FC
05/11/2020,2020-2021,Arsenal FC,Arsenal FC
08/11/2020,2020-2021,Arsenal FC,Aston Villa
22/11/2020,2020-2021,Arsenal FC,Draw
26/11/2020,2020-2021,Arsenal FC,Arsenal FC
29/11/2020,2020-2021,Arsenal FC,Wolverhampton Wanderers
03/12/2020,2020-2021,Arsenal FC,Arsenal FC
06/12/2020,2020-2021,Arsenal FC,Tottenham Hotspur
10/12/2020,2020-2021,Arsenal FC,Arsenal FC
13/12/2020,2020-2021,Arsenal FC,Burnley FC
16/12/2020,2020-2021,Arsenal FC,Draw
19/12/2020,2020-2021,Arsenal FC,Everton FC
22/12/2020,2020-2021,Arsenal FC,Manchester City
26/12/2020,2020-2021,Arsenal FC,Arsenal FC
29/12/2020,2020-2021,Arsenal FC,Arsenal FC
02/01/2021,2020-2021,Arsenal FC,Arsenal FC
09/01/2021,2020-2021,Arsenal FC,Arsenal FC
14/01/2021,2020-2021,Arsenal FC,Draw
18/01/2021,2020-2021,Arsenal FC,Arsenal FC
23/01/2021,2020-2021,Arsenal FC,Southampton FC
26/01/2021,2020-2021,Arsenal FC,Arsenal FC
30/01/2021,2020-2021,Arsenal FC,Draw
02/02/2021,2020-2021,Arsenal FC,Wolverhampton Wanderers
06/02/2021,2020-2021,Arsenal FC,Aston Villa
14/02/2021,2020-2021,Arsenal FC,Arsenal FC
18/02/2021,2020-2021,Arsenal FC,Draw
21/02/2021,2020-2021,Arsenal FC,Manchester City
25/02/2021,2020-2021,Arsenal FC,Arsenal FC
28/02/2021,2020-2021,Arsenal FC,Arsenal FC
06/03/2021,2020-2021,Arsenal FC,Draw
11/03/2021,2020-2021,Arsenal FC,Arsenal FC
14/03/2021,2020-2021,Arsenal FC,Arsenal FC
18/03/2021,2020-2021,Arsenal FC,Olympiacos FC
21/03/2021,2020-2021,Arsenal FC,Draw
03/04/2021,2020-2021,Arsenal FC,Liverpool FC
08/04/2021,2020-2021,Arsenal FC,Draw
11/04/2021,2020-2021,Arsenal FC,Arsenal FC
15/04/2021,2020-2021,Arsenal FC,Arsenal FC
18/04/2021,2020-2021,Arsenal FC,Draw
23/04/2021,2020-2021,Arsenal FC,Everton FC
29/04/2021,2020-2021,Arsenal FC,Villarreal CF
02/05/2021,2020-2021,Arsenal FC,Arsenal FC
06/05/2021,2020-2021,Arsenal FC,Draw
09/05/2021,2020-2021,Arsenal FC,Arsenal FC
12/05/2021,2020-2021,Arsenal FC,Arsenal FC
19/05/2021,2020-2021,Arsenal FC,Arsenal FC
23/05/2021,2020-2021,Arsenal FC,Arsenal FC
