date,season,team,team_win
05/07/2020,2020-2021,Southampton FC,Southampton FC
09/07/2020,2020-2021,Southampton FC,Draw
13/07/2020,2020-2021,Southampton FC,Draw
16/07/2020,2020-2021,Southampton FC,Draw
19/07/2020,2020-2021,Southampton FC,Southampton FC
26/07/2020,2020-2021,Southampton FC,Southampton FC
12/09/2020,2020-2021,Southampton FC,Crystal Palace
16/09/2020,2020-2021,Southampton FC,Brentford FC
20/09/2020,2020-2021,Southampton FC,Tottenham Hotspur
26/09/2020,2020-2021,Southampton FC,Southampton FC
04/10/2020,2020-2021,Southampton FC,Southampton FC
17/10/2020,2020-2021,Southampton FC,Draw
25/10/2020,2020-2021,Southampton FC,Southampton FC
01/11/2020,2020-2021,Southampton FC,Southampton FC
06/11/2020,2020-2021,Southampton FC,Southampton FC
23/11/2020,2020-2021,Southampton FC,Draw
29/11/2020,2020-2021,Southampton FC,Manchester United
07/12/2020,2020-2021,Southampton FC,Southampton FC
13/12/2020,2020-2021,Southampton FC,Southampton FC
16/12/2020,2020-2021,Southampton FC,Draw
19/12/2020,2020-2021,Southampton FC,Manchester City
26/12/2020,2020-2021,Southampton FC,Draw
29/12/2020,2020-2021,Southampton FC,Draw
04/01/2021,2020-2021,Southampton FC,Southampton FC
16/01/2021,2020-2021,Southampton FC,Leicester City
19/01/2021,2020-2021,Southampton FC,Southampton FC
23/01/2021,2020-2021,Southampton FC,Southampton FC
26/01/2021,2020-2021,Southampton FC,Arsenal FC
30/01/2021,2020-2021,Southampton FC,Aston Villa
02/02/2021,2020-2021,Southampton FC,Manchester United
06/02/2021,2020-2021,Southampton FC,Newcastle United
11/02/2021,2020-2021,Southampton FC,Southampton FC
14/02/2021,2020-2021,Southampton FC,Wolverhampton Wanderers
20/02/2021,2020-2021,Southampton FC,Draw
23/02/2021,2020-2021,Southampton FC,Leeds United
01/03/2021,2020-2021,Southampton FC,Everton FC
06/03/2021,2020-2021,Southampton FC,Southampton FC
10/03/2021,2020-2021,Southampton FC,Manchester City
14/03/2021,2020-2021,Southampton FC,Brighton & Hove Albion
20/03/2021,2020-2021,Southampton FC,Southampton FC
04/04/2021,2020-2021,Southampton FC,Southampton FC
12/04/2021,2020-2021,Southampton FC,West Bromwich Albion
18/04/2021,2020-2021,Southampton FC,Leicester City
21/04/2021,2020-2021,Southampton FC,Tottenham Hotspur
30/04/2021,2020-2021,Southampton FC,Draw
08/05/2021,2020-2021,Southampton FC,Liverpool FC
11/05/2021,2020-2021,Southampton FC,Southampton FC
15/05/2021,2020-2021,Southampton FC,Southampton FC
18/05/2021,2020-2021,Southampton FC,Leeds United
23/05/2021,2020-2021,Southampton FC,West Ham United
