date,season,team,team_win
04/07/2020,2020-2021,Manchester United,Manchester United
09/07/2020,2020-2021,Manchester United,Manchester United
13/07/2020,2020-2021,Manchester United,Draw
16/07/2020,2020-2021,Manchester United,Manchester United
19/07/2020,2020-2021,Manchester United,Chelsea FC
22/07/2020,2020-2021,Manchester United,Draw
26/07/2020,2020-2021,Manchester United,Manchester United
05/08/2020,2020-2021,Manchester United,Manchester United
10/08/2020,2020-2021,Manchester United,Manchester United
16/08/2020,2020-2021,Manchester United,Sevilla FC
12/09/2020,2020-2021,Manchester United,Aston Villa
19/09/2020,2020-2021,Manchester United,Crystal Palace
22/09/2020,2020-2021,Manchester United,Manchester United
26/09/2020,2020-2021,Manchester United,Manchester United
30/09/2020,2020-2021,Manchester United,Manchester United
04/10/2020,2020-2021,Manchester United,Tottenham Hotspur
17/10/2020,2020-2021,Manchester United,Manchester United
20/10/2020,2020-2021,Manchester United,Manchester United
24/10/2020,2020-2021,Manchester United,Draw
28/10/2020,2020-2021,Manchester United,Manchester United
01/11/2020,2020-2021,Manchester United,Arsenal FC
04/11/2020,2020-2021,Manchester United,İstanbul Başakşehir
07/11/2020,2020-2021,Manchester United,Manchester United
21/11/2020,2020-2021,Manchester United,Manchester United
24/11/2020,2020-2021,Manchester United,Manchester United
29/11/2020,2020-2021,Manchester United,Manchester United
02/12/2020,2020-2021,Manchester United,Paris Saint-Germain
05/12/2020,2020-2021,Manchester United,Manchester United
08/12/2020,2020-2021,Manchester United,RB Leipzig
12/12/2020,2020-2021,Manchester United,Draw
17/12/2020,2020-2021,Manchester United,Manchester United
20/12/2020,2020-2021,Manchester United,Manchester United
23/12/2020,2020-2021,Manchester United,Manchester United
26/12/2020,2020-2021,Manchester United,Draw
29/12/2020,2020-2021,Manchester United,Manchester United
01/01/2021,2020-2021,Manchester United,Manchester United
06/01/2021,2020-2021,Manchester United,Manchester City
09/01/2021,2020-2021,Manchester United,Manchester United
12/01/2021,2020-2021,Manchester United,Manchester United
17/01/2021,2020-2021,Manchester United,Draw
20/01/2021,2020-2021,Manchester United,Manchester United
24/01/2021,2020-2021,Manchester United,Manchester United
27/01/2021,2020-2021,Manchester United,Sheffield United
30/01/2021,2020-2021,Manchester United,Draw
02/02/2021,2020-2021,Manchester United,Manchester United
06/02/2021,2020-2021,Manchester United,Draw
09/02/2021,2020-2021,Manchester United,Manchester United
14/02/2021,2020-2021,Manchester United,Draw
18/02/2021,2020-2021,Manchester United,Manchester United
21/02/2021,2020-2021,Manchester United,Manchester United
25/02/2021,2020-2021,Manchester United,Draw
28/02/2021,2020-2021,Manchester United,Draw
03/03/2021,2020-2021,Manchester United,Draw
07/03/2021,2020-2021,Manchester United,Manchester United
11/03/2021,2020-2021,Manchester United,Draw
14/03/2021,2020-2021,Manchester United,Manchester United
18/03/2021,2020-2021,Manchester United,Manchester United
21/03/2021,2020-2021,Manchester United,Leicester City
04/04/2021,2020-2021,Manchester United,Manchester United
08/04/2021,2020-2021,Manchester United,Manchester United
11/04/2021,2020-2021,Manchester United,Manchester United
15/04/2021,2020-2021,Manchester United,Manchester United
18/04/2021,2020-2021,Manchester United,Manchester United
25/04/2021,2020-2021,Manchester United,Draw
29/04/2021,2020-2021,Manchester United,Manchester United
06/05/2021,2020-2021,Manchester United,AS Roma
09/05/2021,2020-2021,Manchester United,Manchester United
11/05/2021,2020-2021,Manchester United,Leicester City
13/05/2021,2020-2021,Manchester United,Liverpool FC
18/05/2021,2020-2021,Manchester United,Draw
23/05/2021,2020-2021,Manchester United,Manchester United
26/05/2021,2020-2021,Manchester United,Villarreal CF
