date,season,team,team_win
02/07/2020,2020-2021,Manchester City,Manchester City
05/07/2020,2020-2021,Manchester City,Southampton FC
08/07/2020,2020-2021,Manchester City,Manchester City
11/07/2020,2020-2021,Manchester City,Manchester City
15/07/2020,2020-2021,Manchester City,Manchester City
18/07/2020,2020-2021,Manchester City,Arsenal FC
21/07/2020,2020-2021,Manchester City,Manchester City
26/07/2020,2020-2021,Manchester City,Manchester City
07/08/2020,2020-2021,Manchester City,Manchester City
15/08/2020,2020-2021,Manchester City,Olympique Lyonnais
21/09/2020,2020-2021,Manchester City,Manchester City
24/09/2020,2020-2021,Manchester City,Manchester City
27/09/2020,2020-2021,Manchester City,Leicester City
30/09/2020,2020-2021,Manchester City,Manchester City
03/10/2020,2020-2021,Manchester City,Draw
17/10/2020,2020-2021,Manchester City,Manchester City
21/10/2020,2020-2021,Manchester City,Manchester City
24/10/2020,2020-2021,Manchester City,Draw
27/10/2020,2020-2021,Manchester City,Manchester City
31/10/2020,2020-2021,Manchester City,Manchester City
03/11/2020,2020-2021,Manchester City,Manchester City
08/11/2020,2020-2021,Manchester City,Draw
21/11/2020,2020-2021,Manchester City,Tottenham Hotspur
25/11/2020,2020-2021,Manchester City,Manchester City
28/11/2020,2020-2021,Manchester City,Manchester City
01/12/2020,2020-2021,Manchester City,Draw
05/12/2020,2020-2021,Manchester City,Manchester City
09/12/2020,2020-2021,Manchester City,Manchester City
12/12/2020,2020-2021,Manchester City,Draw
15/12/2020,2020-2021,Manchester City,Draw
19/12/2020,2020-2021,Manchester City,Manchester City
22/12/2020,2020-2021,Manchester City,Manchester City
26/12/2020,2020-2021,Manchester City,Manchester City
03/01/2021,2020-2021,Manchester City,Manchester City
06/01/2021,2020-2021,Manchester City,Manchester City
10/01/2021,2020-2021,Manchester City,Manchester City
13/01/2021,2020-2021,Manchester City,Manchester City
17/01/2021,2020-2021,Manchester City,Manchester City
20/01/2021,2020-2021,Manchester City,Manchester City
23/01/2021,2020-2021,Manchester City,Manchester City
26/01/2021,2020-2021,Manchester City,Manchester City
30/01/2021,2020-2021,Manchester City,Manchester City
03/02/2021,2020-2021,Manchester City,Manchester City
07/02/2021,2020-2021,Manchester City,Manchester City
10/02/2021,2020-2021,Manchester City,Manchester City
13/02/2021,2020-2021,Manchester City,Manchester City
17/02/2021,2020-2021,Manchester City,Manchester City
21/02/2021,2020-2021,Manchester City,Manchester City
24/02/2021,2020-2021,Manchester City,Manchester City
27/02/2021,2020-2021,Manchester City,Manchester City
02/03/2021,2020-2021,Manchester City,Manchester City
07/03/2021,2020-2021,Manchester City,Manchester United
10/03/2021,2020-2021,Manchester City,Manchester City
13/03/2021,2020-2021,Manchester City,Manchester City
16/03/2021,2020-2021,Manchester City,Manchester City
20/03/2021,2020-2021,Manchester City,Manchester City
03/04/2021,2020-2021,Manchester City,Manchester City
06/04/2021,2020-2021,Manchester City,Manchester City
10/04/2021,2020-2021,Manchester City,Leeds United
14/04/2021,2020-2021,Manchester City,Manchester City
17/04/2021,2020-2021,Manchester City,Chelsea FC
21/04/2021,2020-2021,Manchester City,Manchester City
25/04/2021,2020-2021,Manchester City,Manchester City
28/04/2021,2020-2021,Manchester City,Manchester City
01/05/2021,2020-2021,Manchester City,Manchester City
04/05/2021,2020-2021,Manchester City,Manchester City
08/05/2021,2020-2021,Manchester City,Chelsea FC
14/05/2021,2020-2021,Manchester City,Manchester City
18/05/2021,2020-2021,Manchester City,Brighton & Hove Albion
23/05/2021,2020-2021,Manchester City,Manchester City
29/05/2021,2020-2021,Manchester City,Chelsea FC
