date,season,team,team_win
05/07/2020,2020-2021,Aston Villa,Liverpool FC
09/07/2020,2020-2021,Aston Villa,Manchester United
12/07/2020,2020-2021,Aston Villa,Aston Villa
16/07/2020,2020-2021,Aston Villa,Draw
21/07/2020,2020-2021,Aston Villa,Aston Villa
26/07/2020,2020-2021,Aston Villa,Draw
12/09/2020,2020-2021,Aston Villa,Aston Villa
15/09/2020,2020-2021,Aston Villa,Aston Villa
21/09/2020,2020-2021,Aston Villa,Aston Villa
24/09/2020,2020-2021,Aston Villa,Aston Villa
28/09/2020,2020-2021,Aston Villa,Aston Villa
01/10/2020,2020-2021,Aston Villa,Stoke City
04/10/2020,2020-2021,Aston Villa,Aston Villa
18/10/2020,2020-2021,Aston Villa,Aston Villa
23/10/2020,2020-2021,Aston Villa,Leeds United
01/11/2020,2020-2021,Aston Villa,Southampton FC
08/11/2020,2020-2021,Aston Villa,Aston Villa
21/11/2020,2020-2021,Aston Villa,Brighton & Hove Albion
30/11/2020,2020-2021,Aston Villa,West Ham United
12/12/2020,2020-2021,Aston Villa,Aston Villa
17/12/2020,2020-2021,Aston Villa,Draw
20/12/2020,2020-2021,Aston Villa,Aston Villa
26/12/2020,2020-2021,Aston Villa,Aston Villa
28/12/2020,2020-2021,Aston Villa,Draw
01/01/2021,2020-2021,Aston Villa,Manchester United
08/01/2021,2020-2021,Aston Villa,Liverpool FC
20/01/2021,2020-2021,Aston Villa,Manchester City
23/01/2021,2020-2021,Aston Villa,Aston Villa
27/01/2021,2020-2021,Aston Villa,Burnley FC
30/01/2021,2020-2021,Aston Villa,Aston Villa
03/02/2021,2020-2021,Aston Villa,West Ham United
06/02/2021,2020-2021,Aston Villa,Aston Villa
13/02/2021,2020-2021,Aston Villa,Draw
21/02/2021,2020-2021,Aston Villa,Leicester City
27/02/2021,2020-2021,Aston Villa,Aston Villa
03/03/2021,2020-2021,Aston Villa,Sheffield United
06/03/2021,2020-2021,Aston Villa,Draw
12/03/2021,2020-2021,Aston Villa,Draw
21/03/2021,2020-2021,Aston Villa,Tottenham Hotspur
04/04/2021,2020-2021,Aston Villa,Aston Villa
10/04/2021,2020-2021,Aston Villa,Liverpool FC
21/04/2021,2020-2021,Aston Villa,Manchester City
25/04/2021,2020-2021,Aston Villa,Draw
01/05/2021,2020-2021,Aston Villa,Aston Villa
09/05/2021,2020-2021,Aston Villa,Manchester United
13/05/2021,2020-2021,Aston Villa,Draw
16/05/2021,2020-2021,Aston Villa,Crystal Palace
19/05/2021,2020-2021,Aston Villa,Aston Villa
23/05/2021,2020-2021,Aston Villa,Aston Villa
