date,season,team,team_win
05/07/2020,2020-2021,Burnley FC,Draw
08/07/2020,2020-2021,Burnley FC,Burnley FC
11/07/2020,2020-2021,Burnley FC,Draw
15/07/2020,2020-2021,Burnley FC,Draw
18/07/2020,2020-2021,Burnley FC,Burnley FC
26/07/2020,2020-2021,Burnley FC,Brighton & Hove Albion
01/09/2020,2020-2021,Burnley FC,Draw
17/09/2020,2020-2021,Burnley FC,Burnley FC
20/09/2020,2020-2021,Burnley FC,Leicester City
23/09/2020,2020-2021,Burnley FC,Burnley FC
26/09/2020,2020-2021,Burnley FC,Southampton FC
30/09/2020,2020-2021,Burnley FC,Manchester City
03/10/2020,2020-2021,Burnley FC,Newcastle United
19/10/2020,2020-2021,Burnley FC,Draw
26/10/2020,2020-2021,Burnley FC,Tottenham Hotspur
31/10/2020,2020-2021,Burnley FC,Chelsea FC
06/11/2020,2020-2021,Burnley FC,Draw
23/11/2020,2020-2021,Burnley FC,Burnley FC
28/11/2020,2020-2021,Burnley FC,Manchester City
05/12/2020,2020-2021,Burnley FC,Draw
13/12/2020,2020-2021,Burnley FC,Burnley FC
17/12/2020,2020-2021,Burnley FC,Draw
21/12/2020,2020-2021,Burnley FC,Burnley FC
27/12/2020,2020-2021,Burnley FC,Leeds United
29/12/2020,2020-2021,Burnley FC,Burnley FC
09/01/2021,2020-2021,Burnley FC,Burnley FC
12/01/2021,2020-2021,Burnley FC,Manchester United
16/01/2021,2020-2021,Burnley FC,West Ham United
21/01/2021,2020-2021,Burnley FC,Burnley FC
24/01/2021,2020-2021,Burnley FC,Burnley FC
27/01/2021,2020-2021,Burnley FC,Burnley FC
31/01/2021,2020-2021,Burnley FC,Chelsea FC
03/02/2021,2020-2021,Burnley FC,Manchester City
06/02/2021,2020-2021,Burnley FC,Draw
09/02/2021,2020-2021,Burnley FC,AFC Bournemouth
13/02/2021,2020-2021,Burnley FC,Burnley FC
17/02/2021,2020-2021,Burnley FC,Draw
20/02/2021,2020-2021,Burnley FC,Draw
28/02/2021,2020-2021,Burnley FC,Tottenham Hotspur
03/03/2021,2020-2021,Burnley FC,Draw
06/03/2021,2020-2021,Burnley FC,Draw
13/03/2021,2020-2021,Burnley FC,Burnley FC
04/04/2021,2020-2021,Burnley FC,Southampton FC
11/04/2021,2020-2021,Burnley FC,Newcastle United
18/04/2021,2020-2021,Burnley FC,Manchester United
25/04/2021,2020-2021,Burnley FC,Burnley FC
03/05/2021,2020-2021,Burnley FC,West Ham United
10/05/2021,2020-2021,Burnley FC,Burnley FC
15/05/2021,2020-2021,Burnley FC,Leeds United
19/05/2021,2020-2021,Burnley FC,Liverpool FC
23/05/2021,2020-2021,Burnley FC,Sheffield United
