date,season,team,team_win
04/07/2020,2020-2021,Fulham FC,Fulham FC
07/07/2020,2020-2021,Fulham FC,Fulham FC
10/07/2020,2020-2021,Fulham FC,Fulham FC
14/07/2020,2020-2021,Fulham FC,Draw
18/07/2020,2020-2021,Fulham FC,Fulham FC
22/07/2020,2020-2021,Fulham FC,Draw
27/07/2020,2020-2021,Fulham FC,Fulham FC
30/07/2020,2020-2021,Fulham FC,Cardiff City
04/08/2020,2020-2021,Fulham FC,Fulham FC
12/09/2020,2020-2021,Fulham FC,Arsenal FC
16/09/2020,2020-2021,Fulham FC,Fulham FC
19/09/2020,2020-2021,Fulham FC,Leeds United
23/09/2020,2020-2021,Fulham FC,Fulham FC
28/09/2020,2020-2021,Fulham FC,Aston Villa
01/10/2020,2020-2021,Fulham FC,Brentford FC
04/10/2020,2020-2021,Fulham FC,Wolverhampton Wanderers
18/10/2020,2020-2021,Fulham FC,Draw
24/10/2020,2020-2021,Fulham FC,Crystal Palace
02/11/2020,2020-2021,Fulham FC,Fulham FC
07/11/2020,2020-2021,Fulham FC,West Ham United
22/11/2020,2020-2021,Fulham FC,Everton FC
30/11/2020,2020-2021,Fulham FC,Fulham FC
05/12/2020,2020-2021,Fulham FC,Manchester City
13/12/2020,2020-2021,Fulham FC,Draw
16/12/2020,2020-2021,Fulham FC,Draw
19/12/2020,2020-2021,Fulham FC,Draw
26/12/2020,2020-2021,Fulham FC,Draw
09/01/2021,2020-2021,Fulham FC,Fulham FC
13/01/2021,2020-2021,Fulham FC,Draw
16/01/2021,2020-2021,Fulham FC,Chelsea FC
20/01/2021,2020-2021,Fulham FC,Manchester United
24/01/2021,2020-2021,Fulham FC,Burnley FC
27/01/2021,2020-2021,Fulham FC,Draw
30/01/2021,2020-2021,Fulham FC,Draw
03/02/2021,2020-2021,Fulham FC,Leicester City
06/02/2021,2020-2021,Fulham FC,Draw
14/02/2021,2020-2021,Fulham FC,Fulham FC
17/02/2021,2020-2021,Fulham FC,Draw
20/02/2021,2020-2021,Fulham FC,Fulham FC
28/02/2021,2020-2021,Fulham FC,Draw
04/03/2021,2020-2021,Fulham FC,Tottenham Hotspur
07/03/2021,2020-2021,Fulham FC,Fulham FC
13/03/2021,2020-2021,Fulham FC,Manchester City
19/03/2021,2020-2021,Fulham FC,Leeds United
04/04/2021,2020-2021,Fulham FC,Aston Villa
09/04/2021,2020-2021,Fulham FC,Wolverhampton Wanderers
18/04/2021,2020-2021,Fulham FC,Draw
01/05/2021,2020-2021,Fulham FC,Chelsea FC
10/05/2021,2020-2021,Fulham FC,Burnley FC
15/05/2021,2020-2021,Fulham FC,Southampton FC
18/05/2021,2020-2021,Fulham FC,Draw
23/05/2021,2020-2021,Fulham FC,Newcastle United
