date,season,team,team_win
01/07/2020,2020-2021,Newcastle United,Newcastle United
05/07/2020,2020-2021,Newcastle United,Draw
08/07/2020,2020-2021,Newcastle United,Manchester City
11/07/2020,2020-2021,Newcastle United,Watford FC
15/07/2020,2020-2021,Newcastle United,Tottenham Hotspur
20/07/2020,2020-2021,Newcastle United,Draw
26/07/2020,2020-2021,Newcastle United,Liverpool FC
25/08/2020,2020-2021,Newcastle United,Newcastle United
29/08/2020,2020-2021,Newcastle United,Newcastle United
01/09/2020,2020-2021,Newcastle United,Middlesbrough FC
05/09/2020,2020-2021,Newcastle United,Stoke City
12/09/2020,2020-2021,Newcastle United,Newcastle United
15/09/2020,2020-2021,Newcastle United,Newcastle United
20/09/2020,2020-2021,Newcastle United,Brighton & Hove Albion
23/09/2020,2020-2021,Newcastle United,Newcastle United
27/09/2020,2020-2021,Newcastle United,Draw
30/09/2020,2020-2021,Newcastle United,Newcastle United
03/10/2020,2020-2021,Newcastle United,Newcastle United
17/10/2020,2020-2021,Newcastle United,Manchester United
25/10/2020,2020-2021,Newcastle United,Draw
01/11/2020,2020-2021,Newcastle United,Newcastle United
06/11/2020,2020-2021,Newcastle United,Southampton FC
21/11/2020,2020-2021,Newcastle United,Chelsea FC
27/11/2020,2020-2021,Newcastle United,Newcastle United
12/12/2020,2020-2021,Newcastle United,Newcastle United
16/12/2020,2020-2021,Newcastle United,Leeds United
19/12/2020,2020-2021,Newcastle United,Draw
22/12/2020,2020-2021,Newcastle United,Brentford FC
26/12/2020,2020-2021,Newcastle United,Manchester City
30/12/2020,2020-2021,Newcastle United,Draw
03/01/2021,2020-2021,Newcastle United,Leicester City
09/01/2021,2020-2021,Newcastle United,Arsenal FC
12/01/2021,2020-2021,Newcastle United,Sheffield United
18/01/2021,2020-2021,Newcastle United,Arsenal FC
23/01/2021,2020-2021,Newcastle United,Aston Villa
26/01/2021,2020-2021,Newcastle United,Leeds United
30/01/2021,2020-2021,Newcastle United,Newcastle United
02/02/2021,2020-2021,Newcastle United,Crystal Palace
06/02/2021,2020-2021,Newcastle United,Newcastle United
15/02/2021,2020-2021,Newcastle United,Chelsea FC
21/02/2021,2020-2021,Newcastle United,Manchester United
27/02/2021,2020-2021,Newcastle United,Draw
07/03/2021,2020-2021,Newcastle United,Draw
12/03/2021,2020-2021,Newcastle United,Draw
20/03/2021,2020-2021,Newcastle United,Brighton & Hove Albion
04/04/2021,2020-2021,Newcastle United,Draw
11/04/2021,2020-2021,Newcastle United,Newcastle United
17/04/2021,2020-2021,Newcastle United,Newcastle United
24/04/2021,2020-2021,Newcastle United,Draw
02/05/2021,2020-2021,Newcastle United,Arsenal FC
07/05/2021,2020-2021,Newcastle United,Newcastle United
14/05/2021,2020-2021,Newcastle United,Manchester City
19/05/2021,2020-2021,Newcastle United,Newcastle United
23/05/2021,2020-2021,Newcastle United,Newcastle United
