date,season,team,team_win
04/07/2020,2020-2021,Crystal Palace,Leicester City
07/07/2020,2020-2021,Crystal Palace,Chelsea FC
12/07/2020,2020-2021,Crystal Palace,Aston Villa
16/07/2020,2020-2021,Crystal Palace,Manchester United
20/07/2020,2020-2021,Crystal Palace,Wolverhampton Wanderers
26/07/2020,2020-2021,Crystal Palace,Draw
01/09/2020,2020-2021,Crystal Palace,Crystal Palace
05/09/2020,2020-2021,Crystal Palace,Draw
12/09/2020,2020-2021,Crystal Palace,Crystal Palace
15/09/2020,2020-2021,Crystal Palace,AFC Bournemouth
19/09/2020,2020-2021,Crystal Palace,Crystal Palace
26/09/2020,2020-2021,Crystal Palace,Everton FC
03/10/2020,2020-2021,Crystal Palace,Chelsea FC
18/10/2020,2020-2021,Crystal Palace,Draw
24/10/2020,2020-2021,Crystal Palace,Crystal Palace
30/10/2020,2020-2021,Crystal Palace,Wolverhampton Wanderers
07/11/2020,2020-2021,Crystal Palace,Crystal Palace
23/11/2020,2020-2021,Crystal Palace,Burnley FC
27/11/2020,2020-2021,Crystal Palace,Newcastle United
06/12/2020,2020-2021,Crystal Palace,Crystal Palace
13/12/2020,2020-2021,Crystal Palace,Draw
16/12/2020,2020-2021,Crystal Palace,Draw
19/12/2020,2020-2021,Crystal Palace,Liverpool FC
26/12/2020,2020-2021,Crystal Palace,Aston Villa
28/12/2020,2020-2021,Crystal Palace,Draw
02/01/2021,2020-2021,Crystal Palace,Crystal Palace
08/01/2021,2020-2021,Crystal Palace,Wolverhampton Wanderers
14/01/2021,2020-2021,Crystal Palace,Draw
17/01/2021,2020-2021,Crystal Palace,Manchester City
26/01/2021,2020-2021,Crystal Palace,West Ham United
30/01/2021,2020-2021,Crystal Palace,Crystal Palace
02/02/2021,2020-2021,Crystal Palace,Crystal Palace
08/02/2021,2020-2021,Crystal Palace,Leeds United
13/02/2021,2020-2021,Crystal Palace,Burnley FC
22/02/2021,2020-2021,Crystal Palace,Crystal Palace
28/02/2021,2020-2021,Crystal Palace,Draw
03/03/2021,2020-2021,Crystal Palace,Draw
07/03/2021,2020-2021,Crystal Palace,Tottenham Hotspur
13/03/2021,2020-2021,Crystal Palace,Crystal Palace
05/04/2021,2020-2021,Crystal Palace,Draw
10/04/2021,2020-2021,Crystal Palace,Chelsea FC
26/04/2021,2020-2021,Crystal Palace,Leicester City
01/05/2021,2020-2021,Crystal Palace,Manchester City
08/05/2021,2020-2021,Crystal Palace,Crystal Palace
11/05/2021,2020-2021,Crystal Palace,Southampton FC
16/05/2021,2020-2021,Crystal Palace,Crystal Palace
19/05/2021,2020-2021,Crystal Palace,Arsenal FC
23/05/2021,2020-2021,Crystal Palace,Liverpool FC
