date,season,team,team_win
01/07/2020,2020-2021,Chelsea FC,West Ham United
04/07/2020,2020-2021,Chelsea FC,Chelsea FC
07/07/2020,2020-2021,Chelsea FC,Chelsea FC
11/07/2020,2020-2021,Chelsea FC,Sheffield United
14/07/2020,2020-2021,Chelsea FC,Chelsea FC
19/07/2020,2020-2021,Chelsea FC,Chelsea FC
22/07/2020,2020-2021,Chelsea FC,Liverpool FC
26/07/2020,2020-2021,Chelsea FC,Chelsea FC
01/08/2020,2020-2021,Chelsea FC,Arsenal FC
08/08/2020,2020-2021,Chelsea FC,Bayern Munich
14/09/2020,2020-2021,Chelsea FC,Chelsea FC
20/09/2020,2020-2021,Chelsea FC,Liverpool FC
23/09/2020,2020-2021,Chelsea FC,Chelsea FC
26/09/2020,2020-2021,Chelsea FC,Draw
29/09/2020,2020-2021,Chelsea FC,Tottenham Hotspur
03/10/2020,2020-2021,Chelsea FC,Chelsea FC
17/10/2020,2020-2021,Chelsea FC,Draw
20/10/2020,2020-2021,Chelsea FC,Draw
24/10/2020,2020-2021,Chelsea FC,Draw
28/10/2020,2020-2021,Chelsea FC,Chelsea FC
31/10/2020,2020-2021,Chelsea FC,Chelsea FC
04/11/2020,2020-2021,Chelsea FC,Chelsea FC
07/11/2020,2020-2021,Chelsea FC,Chelsea FC
21/11/2020,2020-2021,Chelsea FC,Chelsea FC
24/11/2020,2020-2021,Chelsea FC,Chelsea FC
29/11/2020,2020-2021,Chelsea FC,Draw
02/12/2020,2020-2021,Chelsea FC,Chelsea FC
05/12/2020,2020-2021,Chelsea FC,Chelsea FC
08/12/2020,2020-2021,Chelsea FC,Draw
12/12/2020,2020-2021,Chelsea FC,Everton FC
15/12/2020,2020-2021,Chelsea FC,Wolverhampton Wanderers
21/12/2020,2020-2021,Chelsea FC,Chelsea FC
26/12/2020,2020-2021,Chelsea FC,Arsenal FC
28/12/2020,2020-2021,Chelsea FC,Draw
03/01/2021,2020-2021,Chelsea FC,Manchester City
10/01/2021,2020-2021,Chelsea FC,Chelsea FC
16/01/2021,2020-2021,Chelsea FC,Chelsea FC
19/01/2021,2020-2021,Chelsea FC,Leicester City
24/01/2021,2020-2021,Chelsea FC,Chelsea FC
27/01/2021,2020-2021,Chelsea FC,Draw
31/01/2021,2020-2021,Chelsea FC,Chelsea FC
04/02/2021,2020-2021,Chelsea FC,Chelsea FC
07/02/2021,2020-2021,Chelsea FC,Chelsea FC
11/02/2021,2020-2021,Chelsea FC,Chelsea FC
15/02/2021,2020-2021,Chelsea FC,Chelsea FC
20/02/2021,2020-2021,Chelsea FC,Draw
23/02/2021,2020-2021,Chelsea FC,Chelsea FC
28/02/2021,2020-2021,Chelsea FC,Draw
04/03/2021,2020-2021,Chelsea FC,Chelsea FC
08/03/2021,2020-2021,Chelsea FC,Chelsea FC
13/03/2021,2020-2021,Chelsea FC,Draw
17/03/2021,2020-2021,Chelsea FC,Chelsea FC
21/03/2021,2020-2021,Chelsea FC,Chelsea FC
03/04/2021,2020-2021,Chelsea FC,West Bromwich Albion
07/04/2021,2020-2021,Chelsea FC,Chelsea FC
10/04/2021,2020-2021,Chelsea FC,Chelsea FC
13/04/2021,2020-2021,Chelsea FC,FC Porto
17/04/2021,2020-2021,Chelsea FC,Chelsea FC
20/04/2021,2020-2021,Chelsea FC,Draw
24/04/2021,2020-2021,Chelsea FC,Chelsea FC
27/04/2021,2020-2021,Chelsea FC,Draw
01/05/2021,2020-2021,Chelsea FC,Chelsea FC
05/05/2021,2020-2021,Chelsea FC,Chelsea FC
08/05/2021,2020-2021,Chelsea FC,Chelsea FC
12/05/2021,2020-2021,Chelsea FC,Arsenal FC
15/05/2021,2020-2021,Chelsea FC,Leicester City
18/05/2021,2020-2021,Chelsea FC,Chelsea FC
23/05/2021,2020-2021,Chelsea FC,Aston Villa
29/05/2021,2020-2021,Chelsea FC,Chelsea FC
