date,season,team,team_win
02/07/2020,2020-2021,Tottenham Hotspur,Sheffield United
06/07/2020,2020-2021,Tottenham Hotspur,Tottenham Hotspur
09/07/2020,2020-2021,Tottenham Hotspur,Draw
12/07/2020,2020-2021,Tottenham Hotspur,Tottenham Hotspur
15/07/2020,2020-2021,Tottenham Hotspur,Tottenham Hotspur
19/07/2020,2020-2021,Tottenham Hotspur,Tottenham Hotspur
26/07/2020,2020-2021,Tottenham Hotspur,Draw
22/08/2020,2020-2021,Tottenham Hotspur,Tottenham Hotspur
28/08/2020,2020-2021,Tottenham Hotspur,Tottenham Hotspur
29/08/2020,2020-2021,Tottenham Hotspur,Tottenham Hotspur
05/09/2020,2020-2021,Tottenham Hotspur,Watford FC
13/09/2020,2020-2021,Tottenham Hotspur,Everton FC
17/09/2020,2020-2021,Tottenham Hotspur,Tottenham Hotspur
20/09/2020,2020-2021,Tottenham Hotspur,Tottenham Hotspur
21/09/2020,2020-2021,Tottenham Hotspur,Tottenham Hotspur
24/09/2020,2020-2021,Tottenham Hotspur,Tottenham Hotspur
27/09/2020,2020-2021,Tottenham Hotspur,Draw
29/09/2020,2020-2021,Tottenham Hotspur,Tottenham Hotspur
01/10/2020,2020-2021,Tottenham Hotspur,Tottenham Hotspur
04/10/2020,2020-2021,Tottenham Hotspur,Tottenham Hotspur
18/10/2020,2020-2021,Tottenham Hotspur,Draw
22/10/2020,2020-2021,Tottenham Hotspur,Tottenham Hotspur
26/10/2020,2020-2021,Tottenham Hotspur,Tottenham Hotspur
29/10/2020,2020-2021,Tottenham Hotspur,Royal Antwerp FC
01/11/2020,2020-2021,Tottenham Hotspur,Tottenham Hotspur
05/11/2020,2020-2021,Tottenham Hotspur,Tottenham Hotspur
08/11/2020,2020-2021,Tottenham Hotspur,Tottenham Hotspur
21/11/2020,2020-2021,Tottenham Hotspur,Tottenham Hotspur
26/11/2020,2020-2021,Tottenham Hotspur,Tottenham Hotspur
29/11/2020,2020-2021,Tottenham Hotspur,Draw
03/12/2020,2020-2021,Tottenham Hotspur,Draw
06/12/2020,2020-2021,Tottenham Hotspur,Tottenham Hotspur
10/12/2020,2020-2021,Tottenham Hotspur,Tottenham Hotspur
13/12/2020,2020-2021,Tottenham Hotspur,Draw
16/12/2020,2020-2021,Tottenham Hotspur,Liverpool FC
20/12/2020,2020-2021,Tottenham Hotspur,Leicester City
23/12/2020,2020-2021,Tottenham Hotspur,Tottenham Hotspur
27/12/2020,2020-2021,Tottenham Hotspur,Draw
02/01/2021,2020-2021,Tottenham Hotspur,Tottenham Hotspur
05/01/2021,2020-2021,Tottenham Hotspur,Tottenham Hotspur
10/01/2021,2020-2021,Tottenham Hotspur,Tottenham Hotspur
13/01/2021,2020-2021,Tottenham Hotspur,Draw
17/01/2021,2020-2021,Tottenham Hotspur,Tottenham Hotspur
25/01/2021,2020-2021,Tottenham Hotspur,Tottenham Hotspur
28/01/2021,2020-2021,Tottenham Hotspur,Liverpool FC
31/01/2021,2020-2021,Tottenham Hotspur,Brighton & Hove Albion
04/02/2021,2020-2021,Tottenham Hotspur,Chelsea FC
07/02/2021,2020-2021,Tottenham Hotspur,Tottenham Hotspur
10/02/2021,2020-2021,Tottenham Hotspur,Everton FC
13/02/2021,2020-2021,Tottenham Hotspur,Manchester City
18/02/2021,2020-2021,Tottenham Hotspur,Tottenham Hotspur
21/02/2021,2020-2021,Tottenham Hotspur,West Ham United
24/02/2021,2020-2021,Tottenham Hotspur,Tottenham Hotspur
28/02/2021,2020-2021,Tottenham Hotspur,Tottenham Hotspur
04/03/2021,2020-2021,Tottenham Hotspur,Tottenham Hotspur
07/03/2021,2020-2021,Tottenham Hotspur,Tottenham Hotspur
11/03/2021,2020-2021,Tottenham Hotspur,Tottenham Hotspur
14/03/2021,2020-2021,Tottenham Hotspur,Arsenal FC
18/03/2021,2020-2021,Tottenham Hotspur,Dinamo Zagreb
21/03/2021,2020-2021,Tottenham Hotspur,Tottenham Hotspur
04/04/2021,2020-2021,Tottenham Hotspur,Draw
11/04/2021,2020-2021,Tottenham Hotspur,Manchester United
16/04/2021,2020-2021,Tottenham Hotspur,Draw
21/04/2021,2020-2021,Tottenham Hotspur,Tottenham Hotspur
25/04/2021,2020-2021,Tottenham Hotspur,Manchester City
02/05/2021,2020-2021,Tottenham Hotspur,Tottenham Hotspur
08/05/2021,2020-2021,Tottenham Hotspur,Leeds United
16/05/2021,2020-2021,Tottenham Hotspur,Tottenham Hotspur
19/05/2021,2020-2021,Tottenham Hotspur,Aston Villa
23/05/2021,2020-2021,Tottenham Hotspur,Tottenham Hotspur
