date,season,team,team_win
02/07/2020,2020-2021,Liverpool FC,Manchester City
05/07/2020,2020-2021,Liverpool FC,Liverpool FC
08/07/2020,2020-2021,Liverpool FC,Liverpool FC
11/07/2020,2020-2021,Liverpool FC,Draw
15/07/2020,2020-2021,Liverpool FC,Arsenal FC
22/07/2020,2020-2021,Liverpool FC,Liverpool FC
26/07/2020,2020-2021,Liverpool FC,Liverpool FC
22/08/2020,2020-2021,Liverpool FC,Liverpool FC
25/08/2020,2020-2021,Liverpool FC,Draw
29/08/2020,2020-2021,Liverpool FC,Arsenal FC
05/09/2020,2020-2021,Liverpool FC,Liverpool FC
12/09/2020,2020-2021,Liverpool FC,Liverpool FC
20/09/2020,2020-2021,Liverpool FC,Liverpool FC
24/09/2020,2020-2021,Liverpool FC,Liverpool FC
28/09/2020,2020-2021,Liverpool FC,Liverpool FC
01/10/2020,2020-2021,Liverpool FC,Arsenal FC
04/10/2020,2020-2021,Liverpool FC,Aston Villa
17/10/2020,2020-2021,Liverpool FC,Draw
21/10/2020,2020-2021,Liverpool FC,Liverpool FC
24/10/2020,2020-2021,Liverpool FC,Liverpool FC
27/10/2020,2020-2021,Liverpool FC,Liverpool FC
31/10/2020,2020-2021,Liverpool FC,Liverpool FC
03/11/2020,2020-2021,Liverpool FC,Liverpool FC
08/11/2020,2020-2021,Liverpool FC,Draw
22/11/2020,2020-2021,Liverpool FC,Liverpool FC
25/11/2020,2020-2021,Liverpool FC,Atalanta
28/11/2020,2020-2021,Liverpool FC,Draw
01/12/2020,2020-2021,Liverpool FC,Liverpool FC
06/12/2020,2020-2021,Liverpool FC,Liverpool FC
09/12/2020,2020-2021,Liverpool FC,Draw
13/12/2020,2020-2021,Liverpool FC,Draw
16/12/2020,2020-2021,Liverpool FC,Liverpool FC
19/12/2020,2020-2021,Liverpool FC,Liverpool FC
27/12/2020,2020-2021,Liverpool FC,Draw
30/12/2020,2020-2021,Liverpool FC,Draw
04/01/2021,2020-2021,Liverpool FC,Southampton FC
08/01/2021,2020-2021,Liverpool FC,Liverpool FC
17/01/2021,2020-2021,Liverpool FC,Draw
21/01/2021,2020-2021,Liverpool FC,Burnley FC
24/01/2021,2020-2021,Liverpool FC,Manchester United
28/01/2021,2020-2021,Liverpool FC,Liverpool FC
31/01/2021,2020-2021,Liverpool FC,Liverpool FC
03/02/2021,2020-2021,Liverpool FC,Brighton & Hove Albion
07/02/2021,2020-2021,Liverpool FC,Manchester City
13/02/2021,2020-2021,Liverpool FC,Leicester City
16/02/2021,2020-2021,Liverpool FC,Liverpool FC
20/02/2021,2020-2021,Liverpool FC,Everton FC
28/02/2021,2020-2021,Liverpool FC,Liverpool FC
04/03/2021,2020-2021,Liverpool FC,Chelsea FC
07/03/2021,2020-2021,Liverpool FC,Fulham FC
10/03/2021,2020-2021,Liverpool FC,Liverpool FC
15/03/2021,2020-2021,Liverpool FC,Liverpool FC
03/04/2021,2020-2021,Liverpool FC,Liverpool FC
06/04/2021,2020-2021,Liverpool FC,Real Madrid
10/04/2021,2020-2021,Liverpool FC,Liverpool FC
14/04/2021,2020-2021,Liverpool FC,Draw
19/04/2021,2020-2021,Liverpool FC,Draw
24/04/2021,2020-2021,Liverpool FC,Draw
08/05/2021,2020-2021,Liverpool FC,Liverpool FC
13/05/2021,2020-2021,Liverpool FC,Liverpool FC
16/05/2021,2020-2021,Liverpool FC,Liverpool FC
19/05/2021,2020-2021,Liverpool FC,Liverpool FC
23/05/2021,2020-2021,Liverpool FC,Liverpool FC
