date,season,team,team_win
13/07/2018,2018-2019,Burnley FC,Burnley FC
20/07/2018,2018-2019,Burnley FC,Burnley FC
20/07/2018,2018-2019,Burnley FC,Burnley FC
23/07/2018,2018-2019,Burnley FC,Burnley FC
26/07/2018,2018-2019,Burnley FC,Draw
29/07/2018,2018-2019,Burnley FC,Draw
02/08/2018,2018-2019,Burnley FC,Burnley FC
05/08/2018,2018-2019,Burnley FC,RCD Espanyol
09/08/2018,2018-2019,Burnley FC,Draw
12/08/2018,2018-2019,Burnley FC,Draw
16/08/2018,2018-2019,Burnley FC,Burnley FC
19/08/2018,2018-2019,Burnley FC,Watford FC
23/08/2018,2018-2019,Burnley FC,Olympiacos FC
26/08/2018,2018-2019,Burnley FC,Fulham FC
30/08/2018,2018-2019,Burnley FC,Draw
02/09/2018,2018-2019,Burnley FC,Manchester United
16/09/2018,2018-2019,Burnley FC,Wolverhampton Wanderers
22/09/2018,2018-2019,Burnley FC,Burnley FC
25/09/2018,2018-2019,Burnley FC,Burton Albion
30/09/2018,2018-2019,Burnley FC,Burnley FC
06/10/2018,2018-2019,Burnley FC,Draw
20/10/2018,2018-2019,Burnley FC,Manchester City
28/10/2018,2018-2019,Burnley FC,Chelsea FC
03/11/2018,2018-2019,Burnley FC,West Ham United
10/11/2018,2018-2019,Burnley FC,Draw
26/11/2018,2018-2019,Burnley FC,Newcastle United
01/12/2018,2018-2019,Burnley FC,Crystal Palace
05/12/2018,2018-2019,Burnley FC,Liverpool FC
08/12/2018,2018-2019,Burnley FC,Burnley FC
15/12/2018,2018-2019,Burnley FC,Tottenham Hotspur
22/12/2018,2018-2019,Burnley FC,Arsenal FC
26/12/2018,2018-2019,Burnley FC,Everton FC
30/12/2018,2018-2019,Burnley FC,Burnley FC
02/01/2019,2018-2019,Burnley FC,Burnley FC
05/01/2019,2018-2019,Burnley FC,Burnley FC
12/01/2019,2018-2019,Burnley FC,Burnley FC
19/01/2019,2018-2019,Burnley FC,Draw
26/01/2019,2018-2019,Burnley FC,Manchester City
29/01/2019,2018-2019,Burnley FC,Draw
02/02/2019,2018-2019,Burnley FC,Draw
09/02/2019,2018-2019,Burnley FC,Burnley FC
23/02/2019,2018-2019,Burnley FC,Burnley FC
26/02/2019,2018-2019,Burnley FC,Newcastle United
02/03/2019,2018-2019,Burnley FC,Crystal Palace
10/03/2019,2018-2019,Burnley FC,Liverpool FC
16/03/2019,2018-2019,Burnley FC,Leicester City
30/03/2019,2018-2019,Burnley FC,Burnley FC
06/04/2019,2018-2019,Burnley FC,Burnley FC
13/04/2019,2018-2019,Burnley FC,Burnley FC
22/04/2019,2018-2019,Burnley FC,Draw
28/04/2019,2018-2019,Burnley FC,Manchester City
03/05/2019,2018-2019,Burnley FC,Everton FC
12/05/2019,2018-2019,Burnley FC,Arsenal FC
