date,season,team,team_win
12/07/2018,2018-2019,Crystal Palace,Draw
16/07/2018,2018-2019,Crystal Palace,Crystal Palace
21/07/2018,2018-2019,Crystal Palace,Crystal Palace
24/07/2018,2018-2019,Crystal Palace,Crystal Palace
28/07/2018,2018-2019,Crystal Palace,Crystal Palace
04/08/2018,2018-2019,Crystal Palace,Crystal Palace
07/08/2018,2018-2019,Crystal Palace,Draw
11/08/2018,2018-2019,Crystal Palace,Crystal Palace
20/08/2018,2018-2019,Crystal Palace,Liverpool FC
26/08/2018,2018-2019,Crystal Palace,Watford FC
28/08/2018,2018-2019,Crystal Palace,Crystal Palace
01/09/2018,2018-2019,Crystal Palace,Southampton FC
15/09/2018,2018-2019,Crystal Palace,Crystal Palace
22/09/2018,2018-2019,Crystal Palace,Draw
25/09/2018,2018-2019,Crystal Palace,Crystal Palace
01/10/2018,2018-2019,Crystal Palace,AFC Bournemouth
06/10/2018,2018-2019,Crystal Palace,Wolverhampton Wanderers
21/10/2018,2018-2019,Crystal Palace,Everton FC
28/10/2018,2018-2019,Crystal Palace,Draw
31/10/2018,2018-2019,Crystal Palace,Middlesbrough FC
04/11/2018,2018-2019,Crystal Palace,Chelsea FC
10/11/2018,2018-2019,Crystal Palace,Tottenham Hotspur
24/11/2018,2018-2019,Crystal Palace,Draw
01/12/2018,2018-2019,Crystal Palace,Crystal Palace
04/12/2018,2018-2019,Crystal Palace,Brighton & Hove Albion
08/12/2018,2018-2019,Crystal Palace,West Ham United
15/12/2018,2018-2019,Crystal Palace,Crystal Palace
22/12/2018,2018-2019,Crystal Palace,Crystal Palace
26/12/2018,2018-2019,Crystal Palace,Draw
30/12/2018,2018-2019,Crystal Palace,Chelsea FC
02/01/2019,2018-2019,Crystal Palace,Crystal Palace
05/01/2019,2018-2019,Crystal Palace,Crystal Palace
12/01/2019,2018-2019,Crystal Palace,Watford FC
19/01/2019,2018-2019,Crystal Palace,Liverpool FC
27/01/2019,2018-2019,Crystal Palace,Crystal Palace
30/01/2019,2018-2019,Crystal Palace,Draw
02/02/2019,2018-2019,Crystal Palace,Crystal Palace
09/02/2019,2018-2019,Crystal Palace,Draw
17/02/2019,2018-2019,Crystal Palace,Crystal Palace
23/02/2019,2018-2019,Crystal Palace,Crystal Palace
27/02/2019,2018-2019,Crystal Palace,Manchester United
02/03/2019,2018-2019,Crystal Palace,Crystal Palace
09/03/2019,2018-2019,Crystal Palace,Brighton & Hove Albion
16/03/2019,2018-2019,Crystal Palace,Watford FC
30/03/2019,2018-2019,Crystal Palace,Crystal Palace
03/04/2019,2018-2019,Crystal Palace,Tottenham Hotspur
06/04/2019,2018-2019,Crystal Palace,Crystal Palace
14/04/2019,2018-2019,Crystal Palace,Manchester City
21/04/2019,2018-2019,Crystal Palace,Crystal Palace
27/04/2019,2018-2019,Crystal Palace,Draw
04/05/2019,2018-2019,Crystal Palace,Crystal Palace
12/05/2019,2018-2019,Crystal Palace,Crystal Palace
