date,season,team,team_win
08/07/2018,2018-2019,West Ham United,FC Winterthur
14/07/2018,2018-2019,West Ham United,West Ham United
21/07/2018,2018-2019,West Ham United,Draw
25/07/2018,2018-2019,West Ham United,West Ham United
28/07/2018,2018-2019,West Ham United,West Ham United
31/07/2018,2018-2019,West Ham United,West Ham United
03/08/2018,2018-2019,West Ham United,West Ham United
03/08/2018,2018-2019,West Ham United,West Ham United
12/08/2018,2018-2019,West Ham United,Liverpool FC
18/08/2018,2018-2019,West Ham United,AFC Bournemouth
25/08/2018,2018-2019,West Ham United,Arsenal FC
28/08/2018,2018-2019,West Ham United,West Ham United
01/09/2018,2018-2019,West Ham United,Wolverhampton Wanderers
16/09/2018,2018-2019,West Ham United,West Ham United
23/09/2018,2018-2019,West Ham United,Draw
26/09/2018,2018-2019,West Ham United,West Ham United
29/09/2018,2018-2019,West Ham United,West Ham United
05/10/2018,2018-2019,West Ham United,Brighton & Hove Albion
20/10/2018,2018-2019,West Ham United,Tottenham Hotspur
27/10/2018,2018-2019,West Ham United,Draw
31/10/2018,2018-2019,West Ham United,Tottenham Hotspur
03/11/2018,2018-2019,West Ham United,West Ham United
10/11/2018,2018-2019,West Ham United,Draw
24/11/2018,2018-2019,West Ham United,Manchester City
01/12/2018,2018-2019,West Ham United,West Ham United
04/12/2018,2018-2019,West Ham United,West Ham United
08/12/2018,2018-2019,West Ham United,West Ham United
15/12/2018,2018-2019,West Ham United,West Ham United
22/12/2018,2018-2019,West Ham United,Watford FC
27/12/2018,2018-2019,West Ham United,West Ham United
30/12/2018,2018-2019,West Ham United,Burnley FC
02/01/2019,2018-2019,West Ham United,Draw
05/01/2019,2018-2019,West Ham United,West Ham United
12/01/2019,2018-2019,West Ham United,West Ham United
19/01/2019,2018-2019,West Ham United,AFC Bournemouth
26/01/2019,2018-2019,West Ham United,AFC Wimbledon
29/01/2019,2018-2019,West Ham United,Wolverhampton Wanderers
04/02/2019,2018-2019,West Ham United,Draw
09/02/2019,2018-2019,West Ham United,Draw
22/02/2019,2018-2019,West Ham United,West Ham United
27/02/2019,2018-2019,West Ham United,Manchester City
02/03/2019,2018-2019,West Ham United,West Ham United
09/03/2019,2018-2019,West Ham United,Cardiff City
16/03/2019,2018-2019,West Ham United,West Ham United
30/03/2019,2018-2019,West Ham United,Everton FC
08/04/2019,2018-2019,West Ham United,Chelsea FC
13/04/2019,2018-2019,West Ham United,Manchester United
20/04/2019,2018-2019,West Ham United,Draw
27/04/2019,2018-2019,West Ham United,West Ham United
04/05/2019,2018-2019,West Ham United,West Ham United
12/05/2019,2018-2019,West Ham United,West Ham United
