date,season,team,team_win
17/07/2018,2018-2019,Newcastle United,Newcastle United
24/07/2018,2018-2019,Newcastle United,Draw
28/07/2018,2018-2019,Newcastle United,Draw
01/08/2018,2018-2019,Newcastle United,S.C. Braga
04/08/2018,2018-2019,Newcastle United,FC Augsburg
11/08/2018,2018-2019,Newcastle United,Tottenham Hotspur
18/08/2018,2018-2019,Newcastle United,Draw
26/08/2018,2018-2019,Newcastle United,Chelsea FC
29/08/2018,2018-2019,Newcastle United,Nottingham Forest
01/09/2018,2018-2019,Newcastle United,Manchester City
15/09/2018,2018-2019,Newcastle United,Arsenal FC
22/09/2018,2018-2019,Newcastle United,Draw
29/09/2018,2018-2019,Newcastle United,Leicester City
06/10/2018,2018-2019,Newcastle United,Manchester United
20/10/2018,2018-2019,Newcastle United,Brighton & Hove Albion
27/10/2018,2018-2019,Newcastle United,Draw
03/11/2018,2018-2019,Newcastle United,Newcastle United
10/11/2018,2018-2019,Newcastle United,Newcastle United
26/11/2018,2018-2019,Newcastle United,Newcastle United
01/12/2018,2018-2019,Newcastle United,West Ham United
05/12/2018,2018-2019,Newcastle United,Draw
09/12/2018,2018-2019,Newcastle United,Wolverhampton Wanderers
15/12/2018,2018-2019,Newcastle United,Newcastle United
22/12/2018,2018-2019,Newcastle United,Draw
26/12/2018,2018-2019,Newcastle United,Liverpool FC
29/12/2018,2018-2019,Newcastle United,Draw
02/01/2019,2018-2019,Newcastle United,Manchester United
05/01/2019,2018-2019,Newcastle United,Draw
12/01/2019,2018-2019,Newcastle United,Chelsea FC
15/01/2019,2018-2019,Newcastle United,Newcastle United
19/01/2019,2018-2019,Newcastle United,Newcastle United
26/01/2019,2018-2019,Newcastle United,Watford FC
29/01/2019,2018-2019,Newcastle United,Newcastle United
02/02/2019,2018-2019,Newcastle United,Tottenham Hotspur
11/02/2019,2018-2019,Newcastle United,Draw
16/02/2019,2018-2019,Newcastle United,Draw
23/02/2019,2018-2019,Newcastle United,Newcastle United
26/02/2019,2018-2019,Newcastle United,Newcastle United
02/03/2019,2018-2019,Newcastle United,West Ham United
09/03/2019,2018-2019,Newcastle United,Newcastle United
16/03/2019,2018-2019,Newcastle United,Draw
01/04/2019,2018-2019,Newcastle United,Arsenal FC
06/04/2019,2018-2019,Newcastle United,Crystal Palace
12/04/2019,2018-2019,Newcastle United,Newcastle United
20/04/2019,2018-2019,Newcastle United,Newcastle United
27/04/2019,2018-2019,Newcastle United,Draw
04/05/2019,2018-2019,Newcastle United,Liverpool FC
12/05/2019,2018-2019,Newcastle United,Newcastle United
