date,season,team,team_win
14/07/2018,2018-2019,AFC Bournemouth,Draw
20/07/2018,2018-2019,AFC Bournemouth,AFC Bournemouth
27/07/2018,2018-2019,AFC Bournemouth,Draw
28/07/2018,2018-2019,AFC Bournemouth,Nottingham Forest
03/08/2018,2018-2019,AFC Bournemouth,Real Betis
04/08/2018,2018-2019,AFC Bournemouth,AFC Bournemouth
11/08/2018,2018-2019,AFC Bournemouth,AFC Bournemouth
18/08/2018,2018-2019,AFC Bournemouth,AFC Bournemouth
25/08/2018,2018-2019,AFC Bournemouth,Draw
28/08/2018,2018-2019,AFC Bournemouth,AFC Bournemouth
01/09/2018,2018-2019,AFC Bournemouth,Chelsea FC
15/09/2018,2018-2019,AFC Bournemouth,AFC Bournemouth
22/09/2018,2018-2019,AFC Bournemouth,Burnley FC
25/09/2018,2018-2019,AFC Bournemouth,AFC Bournemouth
01/10/2018,2018-2019,AFC Bournemouth,AFC Bournemouth
06/10/2018,2018-2019,AFC Bournemouth,AFC Bournemouth
20/10/2018,2018-2019,AFC Bournemouth,Draw
27/10/2018,2018-2019,AFC Bournemouth,AFC Bournemouth
30/10/2018,2018-2019,AFC Bournemouth,AFC Bournemouth
03/11/2018,2018-2019,AFC Bournemouth,Manchester United
10/11/2018,2018-2019,AFC Bournemouth,Newcastle United
25/11/2018,2018-2019,AFC Bournemouth,Arsenal FC
01/12/2018,2018-2019,AFC Bournemouth,Manchester City
04/12/2018,2018-2019,AFC Bournemouth,AFC Bournemouth
08/12/2018,2018-2019,AFC Bournemouth,Liverpool FC
15/12/2018,2018-2019,AFC Bournemouth,Wolverhampton Wanderers
19/12/2018,2018-2019,AFC Bournemouth,Chelsea FC
22/12/2018,2018-2019,AFC Bournemouth,AFC Bournemouth
26/12/2018,2018-2019,AFC Bournemouth,Tottenham Hotspur
30/12/2018,2018-2019,AFC Bournemouth,Manchester United
02/01/2019,2018-2019,AFC Bournemouth,Draw
05/01/2019,2018-2019,AFC Bournemouth,Brighton & Hove Albion
13/01/2019,2018-2019,AFC Bournemouth,Everton FC
19/01/2019,2018-2019,AFC Bournemouth,AFC Bournemouth
30/01/2019,2018-2019,AFC Bournemouth,AFC Bournemouth
02/02/2019,2018-2019,AFC Bournemouth,Cardiff City
09/02/2019,2018-2019,AFC Bournemouth,Liverpool FC
23/02/2019,2018-2019,AFC Bournemouth,Draw
27/02/2019,2018-2019,AFC Bournemouth,Arsenal FC
02/03/2019,2018-2019,AFC Bournemouth,Manchester City
09/03/2019,2018-2019,AFC Bournemouth,AFC Bournemouth
16/03/2019,2018-2019,AFC Bournemouth,Draw
30/03/2019,2018-2019,AFC Bournemouth,Leicester City
06/04/2019,2018-2019,AFC Bournemouth,Burnley FC
13/04/2019,2018-2019,AFC Bournemouth,AFC Bournemouth
20/04/2019,2018-2019,AFC Bournemouth,Fulham FC
27/04/2019,2018-2019,AFC Bournemouth,Draw
04/05/2019,2018-2019,AFC Bournemouth,AFC Bournemouth
12/05/2019,2018-2019,AFC Bournemouth,Crystal Palace
