date,season,team,team_win
05/07/2018,2018-2019,Southampton FC,Draw
11/07/2018,2018-2019,Southampton FC,Southampton FC
21/07/2018,2018-2019,Southampton FC,Derby County
01/08/2018,2018-2019,Southampton FC,Southampton FC
04/08/2018,2018-2019,Southampton FC,Bor. Mönchengladbach
12/08/2018,2018-2019,Southampton FC,Draw
18/08/2018,2018-2019,Southampton FC,Everton FC
25/08/2018,2018-2019,Southampton FC,Leicester City
28/08/2018,2018-2019,Southampton FC,Southampton FC
01/09/2018,2018-2019,Southampton FC,Southampton FC
17/09/2018,2018-2019,Southampton FC,Draw
22/09/2018,2018-2019,Southampton FC,Liverpool FC
29/09/2018,2018-2019,Southampton FC,Wolverhampton Wanderers
02/10/2018,2018-2019,Southampton FC,Southampton FC
07/10/2018,2018-2019,Southampton FC,Chelsea FC
20/10/2018,2018-2019,Southampton FC,Draw
27/10/2018,2018-2019,Southampton FC,Draw
04/11/2018,2018-2019,Southampton FC,Manchester City
10/11/2018,2018-2019,Southampton FC,Draw
24/11/2018,2018-2019,Southampton FC,Fulham FC
27/11/2018,2018-2019,Southampton FC,Leicester City
01/12/2018,2018-2019,Southampton FC,Draw
05/12/2018,2018-2019,Southampton FC,Tottenham Hotspur
08/12/2018,2018-2019,Southampton FC,Cardiff City
16/12/2018,2018-2019,Southampton FC,Southampton FC
22/12/2018,2018-2019,Southampton FC,Southampton FC
27/12/2018,2018-2019,Southampton FC,West Ham United
30/12/2018,2018-2019,Southampton FC,Manchester City
02/01/2019,2018-2019,Southampton FC,Draw
05/01/2019,2018-2019,Southampton FC,Draw
12/01/2019,2018-2019,Southampton FC,Southampton FC
16/01/2019,2018-2019,Southampton FC,Derby County
19/01/2019,2018-2019,Southampton FC,Southampton FC
30/01/2019,2018-2019,Southampton FC,Draw
02/02/2019,2018-2019,Southampton FC,Draw
09/02/2019,2018-2019,Southampton FC,Cardiff City
24/02/2019,2018-2019,Southampton FC,Arsenal FC
27/02/2019,2018-2019,Southampton FC,Southampton FC
02/03/2019,2018-2019,Southampton FC,Manchester United
09/03/2019,2018-2019,Southampton FC,Southampton FC
30/03/2019,2018-2019,Southampton FC,Southampton FC
05/04/2019,2018-2019,Southampton FC,Liverpool FC
13/04/2019,2018-2019,Southampton FC,Southampton FC
20/04/2019,2018-2019,Southampton FC,Newcastle United
23/04/2019,2018-2019,Southampton FC,Draw
27/04/2019,2018-2019,Southampton FC,Draw
04/05/2019,2018-2019,Southampton FC,West Ham United
12/05/2019,2018-2019,Southampton FC,Draw
