date,season,team,team_win
20/07/2018,2018-2019,Manchester United,Draw
22/07/2018,2018-2019,Manchester United,Draw
26/07/2018,2018-2019,Manchester United,Manchester United
28/07/2018,2018-2019,Manchester United,Liverpool FC
01/08/2018,2018-2019,Manchester United,Manchester United
05/08/2018,2018-2019,Manchester United,Bayern Munich
10/08/2018,2018-2019,Manchester United,Manchester United
19/08/2018,2018-2019,Manchester United,Brighton & Hove Albion
27/08/2018,2018-2019,Manchester United,Tottenham Hotspur
02/09/2018,2018-2019,Manchester United,Manchester United
15/09/2018,2018-2019,Manchester United,Manchester United
19/09/2018,2018-2019,Manchester United,Manchester United
22/09/2018,2018-2019,Manchester United,Draw
25/09/2018,2018-2019,Manchester United,Derby County
29/09/2018,2018-2019,Manchester United,West Ham United
02/10/2018,2018-2019,Manchester United,Draw
06/10/2018,2018-2019,Manchester United,Manchester United
20/10/2018,2018-2019,Manchester United,Draw
23/10/2018,2018-2019,Manchester United,Juventus
28/10/2018,2018-2019,Manchester United,Manchester United
03/11/2018,2018-2019,Manchester United,Manchester United
07/11/2018,2018-2019,Manchester United,Manchester United
11/11/2018,2018-2019,Manchester United,Manchester City
24/11/2018,2018-2019,Manchester United,Draw
27/11/2018,2018-2019,Manchester United,Manchester United
01/12/2018,2018-2019,Manchester United,Draw
05/12/2018,2018-2019,Manchester United,Draw
08/12/2018,2018-2019,Manchester United,Manchester United
12/12/2018,2018-2019,Manchester United,Valencia CF
16/12/2018,2018-2019,Manchester United,Liverpool FC
22/12/2018,2018-2019,Manchester United,Manchester United
26/12/2018,2018-2019,Manchester United,Manchester United
30/12/2018,2018-2019,Manchester United,Manchester United
02/01/2019,2018-2019,Manchester United,Manchester United
05/01/2019,2018-2019,Manchester United,Manchester United
13/01/2019,2018-2019,Manchester United,Manchester United
19/01/2019,2018-2019,Manchester United,Manchester United
25/01/2019,2018-2019,Manchester United,Manchester United
29/01/2019,2018-2019,Manchester United,Draw
03/02/2019,2018-2019,Manchester United,Manchester United
09/02/2019,2018-2019,Manchester United,Manchester United
12/02/2019,2018-2019,Manchester United,Paris Saint-Germain
18/02/2019,2018-2019,Manchester United,Manchester United
24/02/2019,2018-2019,Manchester United,Draw
27/02/2019,2018-2019,Manchester United,Manchester United
02/03/2019,2018-2019,Manchester United,Manchester United
06/03/2019,2018-2019,Manchester United,Manchester United
10/03/2019,2018-2019,Manchester United,Arsenal FC
16/03/2019,2018-2019,Manchester United,Wolverhampton Wanderers
30/03/2019,2018-2019,Manchester United,Manchester United
02/04/2019,2018-2019,Manchester United,Wolverhampton Wanderers
10/04/2019,2018-2019,Manchester United,FC Barcelona
13/04/2019,2018-2019,Manchester United,Manchester United
16/04/2019,2018-2019,Manchester United,FC Barcelona
21/04/2019,2018-2019,Manchester United,Everton FC
24/04/2019,2018-2019,Manchester United,Manchester City
28/04/2019,2018-2019,Manchester United,Draw
05/05/2019,2018-2019,Manchester United,Draw
12/05/2019,2018-2019,Manchester United,Cardiff City
