date,season,team,team_win
26/07/2018,2018-2019,Tottenham Hotspur,Tottenham Hotspur
29/07/2018,2018-2019,Tottenham Hotspur,FC Barcelona
01/08/2018,2018-2019,Tottenham Hotspur,Tottenham Hotspur
04/08/2018,2018-2019,Tottenham Hotspur,Girona FC
11/08/2018,2018-2019,Tottenham Hotspur,Tottenham Hotspur
18/08/2018,2018-2019,Tottenham Hotspur,Tottenham Hotspur
27/08/2018,2018-2019,Tottenham Hotspur,Tottenham Hotspur
02/09/2018,2018-2019,Tottenham Hotspur,Watford FC
15/09/2018,2018-2019,Tottenham Hotspur,Liverpool FC
18/09/2018,2018-2019,Tottenham Hotspur,Inter
22/09/2018,2018-2019,Tottenham Hotspur,Tottenham Hotspur
26/09/2018,2018-2019,Tottenham Hotspur,Tottenham Hotspur
29/09/2018,2018-2019,Tottenham Hotspur,Tottenham Hotspur
03/10/2018,2018-2019,Tottenham Hotspur,FC Barcelona
06/10/2018,2018-2019,Tottenham Hotspur,Tottenham Hotspur
20/10/2018,2018-2019,Tottenham Hotspur,Tottenham Hotspur
24/10/2018,2018-2019,Tottenham Hotspur,Draw
29/10/2018,2018-2019,Tottenham Hotspur,Manchester City
31/10/2018,2018-2019,Tottenham Hotspur,Tottenham Hotspur
03/11/2018,2018-2019,Tottenham Hotspur,Tottenham Hotspur
06/11/2018,2018-2019,Tottenham Hotspur,Tottenham Hotspur
10/11/2018,2018-2019,Tottenham Hotspur,Tottenham Hotspur
24/11/2018,2018-2019,Tottenham Hotspur,Tottenham Hotspur
28/11/2018,2018-2019,Tottenham Hotspur,Tottenham Hotspur
02/12/2018,2018-2019,Tottenham Hotspur,Arsenal FC
05/12/2018,2018-2019,Tottenham Hotspur,Tottenham Hotspur
08/12/2018,2018-2019,Tottenham Hotspur,Tottenham Hotspur
11/12/2018,2018-2019,Tottenham Hotspur,Draw
15/12/2018,2018-2019,Tottenham Hotspur,Tottenham Hotspur
19/12/2018,2018-2019,Tottenham Hotspur,Tottenham Hotspur
23/12/2018,2018-2019,Tottenham Hotspur,Tottenham Hotspur
26/12/2018,2018-2019,Tottenham Hotspur,Tottenham Hotspur
29/12/2018,2018-2019,Tottenham Hotspur,Wolverhampton Wanderers
01/01/2019,2018-2019,Tottenham Hotspur,Tottenham Hotspur
04/01/2019,2018-2019,Tottenham Hotspur,Tottenham Hotspur
08/01/2019,2018-2019,Tottenham Hotspur,Tottenham Hotspur
13/01/2019,2018-2019,Tottenham Hotspur,Manchester United
20/01/2019,2018-2019,Tottenham Hotspur,Tottenham Hotspur
24/01/2019,2018-2019,Tottenham Hotspur,Chelsea FC
27/01/2019,2018-2019,Tottenham Hotspur,Crystal Palace
30/01/2019,2018-2019,Tottenham Hotspur,Tottenham Hotspur
02/02/2019,2018-2019,Tottenham Hotspur,Tottenham Hotspur
10/02/2019,2018-2019,Tottenham Hotspur,Tottenham Hotspur
13/02/2019,2018-2019,Tottenham Hotspur,Tottenham Hotspur
23/02/2019,2018-2019,Tottenham Hotspur,Burnley FC
27/02/2019,2018-2019,Tottenham Hotspur,Chelsea FC
02/03/2019,2018-2019,Tottenham Hotspur,Draw
05/03/2019,2018-2019,Tottenham Hotspur,Tottenham Hotspur
09/03/2019,2018-2019,Tottenham Hotspur,Southampton FC
31/03/2019,2018-2019,Tottenham Hotspur,Liverpool FC
03/04/2019,2018-2019,Tottenham Hotspur,Tottenham Hotspur
09/04/2019,2018-2019,Tottenham Hotspur,Tottenham Hotspur
13/04/2019,2018-2019,Tottenham Hotspur,Tottenham Hotspur
17/04/2019,2018-2019,Tottenham Hotspur,Manchester City
20/04/2019,2018-2019,Tottenham Hotspur,Manchester City
23/04/2019,2018-2019,Tottenham Hotspur,Tottenham Hotspur
27/04/2019,2018-2019,Tottenham Hotspur,West Ham United
30/04/2019,2018-2019,Tottenham Hotspur,AFC Ajax
04/05/2019,2018-2019,Tottenham Hotspur,AFC Bournemouth
08/05/2019,2018-2019,Tottenham Hotspur,Tottenham Hotspur
12/05/2019,2018-2019,Tottenham Hotspur,Draw
01/06/2019,2018-2019,Tottenham Hotspur,Liverpool FC
