date,season,team,team_win
14/07/2018,2018-2019,Brighton & Hove Albion,Draw
21/07/2018,2018-2019,Brighton & Hove Albion,AFC Wimbledon
24/07/2018,2018-2019,Brighton & Hove Albion,Draw
28/07/2018,2018-2019,Brighton & Hove Albion,Draw
03/08/2018,2018-2019,Brighton & Hove Albion,Brighton & Hove Albion
11/08/2018,2018-2019,Brighton & Hove Albion,Watford FC
19/08/2018,2018-2019,Brighton & Hove Albion,Brighton & Hove Albion
25/08/2018,2018-2019,Brighton & Hove Albion,Liverpool FC
28/08/2018,2018-2019,Brighton & Hove Albion,Southampton FC
01/09/2018,2018-2019,Brighton & Hove Albion,Draw
17/09/2018,2018-2019,Brighton & Hove Albion,Draw
22/09/2018,2018-2019,Brighton & Hove Albion,Tottenham Hotspur
29/09/2018,2018-2019,Brighton & Hove Albion,Manchester City
05/10/2018,2018-2019,Brighton & Hove Albion,Brighton & Hove Albion
20/10/2018,2018-2019,Brighton & Hove Albion,Brighton & Hove Albion
27/10/2018,2018-2019,Brighton & Hove Albion,Brighton & Hove Albion
03/11/2018,2018-2019,Brighton & Hove Albion,Everton FC
10/11/2018,2018-2019,Brighton & Hove Albion,Cardiff City
24/11/2018,2018-2019,Brighton & Hove Albion,Draw
01/12/2018,2018-2019,Brighton & Hove Albion,Brighton & Hove Albion
04/12/2018,2018-2019,Brighton & Hove Albion,Brighton & Hove Albion
08/12/2018,2018-2019,Brighton & Hove Albion,Burnley FC
16/12/2018,2018-2019,Brighton & Hove Albion,Chelsea FC
22/12/2018,2018-2019,Brighton & Hove Albion,AFC Bournemouth
26/12/2018,2018-2019,Brighton & Hove Albion,Draw
29/12/2018,2018-2019,Brighton & Hove Albion,Brighton & Hove Albion
02/01/2019,2018-2019,Brighton & Hove Albion,Draw
05/01/2019,2018-2019,Brighton & Hove Albion,Brighton & Hove Albion
12/01/2019,2018-2019,Brighton & Hove Albion,Liverpool FC
19/01/2019,2018-2019,Brighton & Hove Albion,Manchester United
26/01/2019,2018-2019,Brighton & Hove Albion,Draw
29/01/2019,2018-2019,Brighton & Hove Albion,Fulham FC
02/02/2019,2018-2019,Brighton & Hove Albion,Draw
06/02/2019,2018-2019,Brighton & Hove Albion,Brighton & Hove Albion
09/02/2019,2018-2019,Brighton & Hove Albion,Burnley FC
16/02/2019,2018-2019,Brighton & Hove Albion,Brighton & Hove Albion
26/02/2019,2018-2019,Brighton & Hove Albion,Leicester City
02/03/2019,2018-2019,Brighton & Hove Albion,Brighton & Hove Albion
09/03/2019,2018-2019,Brighton & Hove Albion,Brighton & Hove Albion
17/03/2019,2018-2019,Brighton & Hove Albion,Brighton & Hove Albion
30/03/2019,2018-2019,Brighton & Hove Albion,Southampton FC
03/04/2019,2018-2019,Brighton & Hove Albion,Chelsea FC
06/04/2019,2018-2019,Brighton & Hove Albion,Manchester City
13/04/2019,2018-2019,Brighton & Hove Albion,AFC Bournemouth
16/04/2019,2018-2019,Brighton & Hove Albion,Cardiff City
20/04/2019,2018-2019,Brighton & Hove Albion,Draw
23/04/2019,2018-2019,Brighton & Hove Albion,Tottenham Hotspur
27/04/2019,2018-2019,Brighton & Hove Albion,Draw
05/05/2019,2018-2019,Brighton & Hove Albion,Draw
12/05/2019,2018-2019,Brighton & Hove Albion,Manchester City
