date,season,team,team_win
14/07/2018,2018-2019,Arsenal FC,Arsenal FC
26/07/2018,2018-2019,Arsenal FC,Atlético Madrid
28/07/2018,2018-2019,Arsenal FC,Arsenal FC
01/08/2018,2018-2019,Arsenal FC,Arsenal FC
04/08/2018,2018-2019,Arsenal FC,Arsenal FC
12/08/2018,2018-2019,Arsenal FC,Manchester City
18/08/2018,2018-2019,Arsenal FC,Chelsea FC
25/08/2018,2018-2019,Arsenal FC,Arsenal FC
02/09/2018,2018-2019,Arsenal FC,Arsenal FC
15/09/2018,2018-2019,Arsenal FC,Arsenal FC
20/09/2018,2018-2019,Arsenal FC,Arsenal FC
23/09/2018,2018-2019,Arsenal FC,Arsenal FC
26/09/2018,2018-2019,Arsenal FC,Arsenal FC
29/09/2018,2018-2019,Arsenal FC,Arsenal FC
04/10/2018,2018-2019,Arsenal FC,Arsenal FC
07/10/2018,2018-2019,Arsenal FC,Arsenal FC
22/10/2018,2018-2019,Arsenal FC,Arsenal FC
25/10/2018,2018-2019,Arsenal FC,Arsenal FC
28/10/2018,2018-2019,Arsenal FC,Draw
31/10/2018,2018-2019,Arsenal FC,Arsenal FC
03/11/2018,2018-2019,Arsenal FC,Draw
08/11/2018,2018-2019,Arsenal FC,Draw
11/11/2018,2018-2019,Arsenal FC,Draw
25/11/2018,2018-2019,Arsenal FC,Arsenal FC
29/11/2018,2018-2019,Arsenal FC,Arsenal FC
02/12/2018,2018-2019,Arsenal FC,Arsenal FC
05/12/2018,2018-2019,Arsenal FC,Draw
08/12/2018,2018-2019,Arsenal FC,Arsenal FC
13/12/2018,2018-2019,Arsenal FC,Arsenal FC
16/12/2018,2018-2019,Arsenal FC,Southampton FC
19/12/2018,2018-2019,Arsenal FC,Tottenham Hotspur
22/12/2018,2018-2019,Arsenal FC,Arsenal FC
26/12/2018,2018-2019,Arsenal FC,Draw
29/12/2018,2018-2019,Arsenal FC,Liverpool FC
01/01/2019,2018-2019,Arsenal FC,Arsenal FC
05/01/2019,2018-2019,Arsenal FC,Arsenal FC
12/01/2019,2018-2019,Arsenal FC,West Ham United
19/01/2019,2018-2019,Arsenal FC,Arsenal FC
25/01/2019,2018-2019,Arsenal FC,Manchester United
29/01/2019,2018-2019,Arsenal FC,Arsenal FC
03/02/2019,2018-2019,Arsenal FC,Manchester City
09/02/2019,2018-2019,Arsenal FC,Arsenal FC
14/02/2019,2018-2019,Arsenal FC,BATE Borisov
21/02/2019,2018-2019,Arsenal FC,Arsenal FC
24/02/2019,2018-2019,Arsenal FC,Arsenal FC
27/02/2019,2018-2019,Arsenal FC,Arsenal FC
02/03/2019,2018-2019,Arsenal FC,Draw
07/03/2019,2018-2019,Arsenal FC,Stade Rennais
10/03/2019,2018-2019,Arsenal FC,Arsenal FC
14/03/2019,2018-2019,Arsenal FC,Arsenal FC
26/03/2019,2018-2019,Arsenal FC,Arsenal FC
01/04/2019,2018-2019,Arsenal FC,Arsenal FC
07/04/2019,2018-2019,Arsenal FC,Everton FC
11/04/2019,2018-2019,Arsenal FC,Arsenal FC
15/04/2019,2018-2019,Arsenal FC,Arsenal FC
18/04/2019,2018-2019,Arsenal FC,Arsenal FC
21/04/2019,2018-2019,Arsenal FC,Crystal Palace
24/04/2019,2018-2019,Arsenal FC,Wolverhampton Wanderers
28/04/2019,2018-2019,Arsenal FC,Leicester City
02/05/2019,2018-2019,Arsenal FC,Arsenal FC
05/05/2019,2018-2019,Arsenal FC,Draw
09/05/2019,2018-2019,Arsenal FC,Arsenal FC
12/05/2019,2018-2019,Arsenal FC,Arsenal FC
23/05/2019,2018-2019,Arsenal FC,Arsenal FC
29/05/2019,2018-2019,Arsenal FC,Chelsea FC
