date,season,team,team_win
23/07/2018,2018-2019,Chelsea FC,Chelsea FC
28/07/2018,2018-2019,Chelsea FC,Chelsea FC
01/08/2018,2018-2019,Chelsea FC,Arsenal FC
05/08/2018,2018-2019,Chelsea FC,Manchester City
07/08/2018,2018-2019,Chelsea FC,Chelsea FC
11/08/2018,2018-2019,Chelsea FC,Chelsea FC
18/08/2018,2018-2019,Chelsea FC,Chelsea FC
26/08/2018,2018-2019,Chelsea FC,Chelsea FC
01/09/2018,2018-2019,Chelsea FC,Chelsea FC
15/09/2018,2018-2019,Chelsea FC,Chelsea FC
20/09/2018,2018-2019,Chelsea FC,Chelsea FC
23/09/2018,2018-2019,Chelsea FC,Draw
26/09/2018,2018-2019,Chelsea FC,Chelsea FC
29/09/2018,2018-2019,Chelsea FC,Draw
04/10/2018,2018-2019,Chelsea FC,Chelsea FC
07/10/2018,2018-2019,Chelsea FC,Chelsea FC
20/10/2018,2018-2019,Chelsea FC,Draw
25/10/2018,2018-2019,Chelsea FC,Chelsea FC
28/10/2018,2018-2019,Chelsea FC,Chelsea FC
31/10/2018,2018-2019,Chelsea FC,Chelsea FC
04/11/2018,2018-2019,Chelsea FC,Chelsea FC
08/11/2018,2018-2019,Chelsea FC,Chelsea FC
11/11/2018,2018-2019,Chelsea FC,Draw
24/11/2018,2018-2019,Chelsea FC,Tottenham Hotspur
29/11/2018,2018-2019,Chelsea FC,Chelsea FC
02/12/2018,2018-2019,Chelsea FC,Chelsea FC
05/12/2018,2018-2019,Chelsea FC,Wolverhampton Wanderers
08/12/2018,2018-2019,Chelsea FC,Chelsea FC
13/12/2018,2018-2019,Chelsea FC,Draw
16/12/2018,2018-2019,Chelsea FC,Chelsea FC
19/12/2018,2018-2019,Chelsea FC,Chelsea FC
22/12/2018,2018-2019,Chelsea FC,Leicester City
26/12/2018,2018-2019,Chelsea FC,Chelsea FC
30/12/2018,2018-2019,Chelsea FC,Chelsea FC
02/01/2019,2018-2019,Chelsea FC,Draw
05/01/2019,2018-2019,Chelsea FC,Chelsea FC
08/01/2019,2018-2019,Chelsea FC,Tottenham Hotspur
12/01/2019,2018-2019,Chelsea FC,Chelsea FC
19/01/2019,2018-2019,Chelsea FC,Arsenal FC
24/01/2019,2018-2019,Chelsea FC,Chelsea FC
27/01/2019,2018-2019,Chelsea FC,Chelsea FC
30/01/2019,2018-2019,Chelsea FC,AFC Bournemouth
02/02/2019,2018-2019,Chelsea FC,Chelsea FC
10/02/2019,2018-2019,Chelsea FC,Manchester City
14/02/2019,2018-2019,Chelsea FC,Chelsea FC
18/02/2019,2018-2019,Chelsea FC,Manchester United
21/02/2019,2018-2019,Chelsea FC,Chelsea FC
24/02/2019,2018-2019,Chelsea FC,Manchester City
27/02/2019,2018-2019,Chelsea FC,Chelsea FC
03/03/2019,2018-2019,Chelsea FC,Chelsea FC
07/03/2019,2018-2019,Chelsea FC,Chelsea FC
10/03/2019,2018-2019,Chelsea FC,Draw
14/03/2019,2018-2019,Chelsea FC,Chelsea FC
17/03/2019,2018-2019,Chelsea FC,Everton FC
31/03/2019,2018-2019,Chelsea FC,Chelsea FC
03/04/2019,2018-2019,Chelsea FC,Chelsea FC
08/04/2019,2018-2019,Chelsea FC,Chelsea FC
11/04/2019,2018-2019,Chelsea FC,Chelsea FC
14/04/2019,2018-2019,Chelsea FC,Liverpool FC
18/04/2019,2018-2019,Chelsea FC,Chelsea FC
22/04/2019,2018-2019,Chelsea FC,Draw
28/04/2019,2018-2019,Chelsea FC,Draw
02/05/2019,2018-2019,Chelsea FC,Draw
05/05/2019,2018-2019,Chelsea FC,Chelsea FC
09/05/2019,2018-2019,Chelsea FC,Chelsea FC
12/05/2019,2018-2019,Chelsea FC,Draw
16/05/2019,2018-2019,Chelsea FC,Chelsea FC
29/05/2019,2018-2019,Chelsea FC,Chelsea FC
