date,season,team,team_win
17/07/2018,2018-2019,Watford FC,Draw
21/07/2018,2018-2019,Watford FC,Watford FC
27/07/2018,2018-2019,Watford FC,Watford FC
28/07/2018,2018-2019,Watford FC,Watford FC
11/08/2018,2018-2019,Watford FC,Watford FC
19/08/2018,2018-2019,Watford FC,Watford FC
26/08/2018,2018-2019,Watford FC,Watford FC
29/08/2018,2018-2019,Watford FC,Watford FC
02/09/2018,2018-2019,Watford FC,Watford FC
15/09/2018,2018-2019,Watford FC,Manchester United
22/09/2018,2018-2019,Watford FC,Draw
26/09/2018,2018-2019,Watford FC,Tottenham Hotspur
29/09/2018,2018-2019,Watford FC,Arsenal FC
06/10/2018,2018-2019,Watford FC,AFC Bournemouth
20/10/2018,2018-2019,Watford FC,Watford FC
27/10/2018,2018-2019,Watford FC,Watford FC
03/11/2018,2018-2019,Watford FC,Newcastle United
10/11/2018,2018-2019,Watford FC,Draw
24/11/2018,2018-2019,Watford FC,Liverpool FC
01/12/2018,2018-2019,Watford FC,Leicester City
04/12/2018,2018-2019,Watford FC,Manchester City
10/12/2018,2018-2019,Watford FC,Draw
15/12/2018,2018-2019,Watford FC,Watford FC
22/12/2018,2018-2019,Watford FC,Watford FC
26/12/2018,2018-2019,Watford FC,Chelsea FC
29/12/2018,2018-2019,Watford FC,Draw
02/01/2019,2018-2019,Watford FC,Draw
06/01/2019,2018-2019,Watford FC,Watford FC
12/01/2019,2018-2019,Watford FC,Watford FC
19/01/2019,2018-2019,Watford FC,Draw
26/01/2019,2018-2019,Watford FC,Watford FC
30/01/2019,2018-2019,Watford FC,Tottenham Hotspur
02/02/2019,2018-2019,Watford FC,Draw
09/02/2019,2018-2019,Watford FC,Watford FC
15/02/2019,2018-2019,Watford FC,Watford FC
22/02/2019,2018-2019,Watford FC,Watford FC
27/02/2019,2018-2019,Watford FC,Liverpool FC
03/03/2019,2018-2019,Watford FC,Watford FC
09/03/2019,2018-2019,Watford FC,Manchester City
16/03/2019,2018-2019,Watford FC,Watford FC
30/03/2019,2018-2019,Watford FC,Manchester United
02/04/2019,2018-2019,Watford FC,Watford FC
07/04/2019,2018-2019,Watford FC,Watford FC
15/04/2019,2018-2019,Watford FC,Arsenal FC
20/04/2019,2018-2019,Watford FC,Watford FC
23/04/2019,2018-2019,Watford FC,Draw
27/04/2019,2018-2019,Watford FC,Wolverhampton Wanderers
05/05/2019,2018-2019,Watford FC,Chelsea FC
12/05/2019,2018-2019,Watford FC,West Ham United
18/05/2019,2018-2019,Watford FC,Manchester City
