date,season,team,team_win
21/07/2018,2018-2019,Manchester City,Borussia Dortmund
26/07/2018,2018-2019,Manchester City,Liverpool FC
28/07/2018,2018-2019,Manchester City,Manchester City
05/08/2018,2018-2019,Manchester City,Manchester City
12/08/2018,2018-2019,Manchester City,Manchester City
19/08/2018,2018-2019,Manchester City,Manchester City
25/08/2018,2018-2019,Manchester City,Draw
01/09/2018,2018-2019,Manchester City,Manchester City
15/09/2018,2018-2019,Manchester City,Manchester City
19/09/2018,2018-2019,Manchester City,Olympique Lyonnais
22/09/2018,2018-2019,Manchester City,Manchester City
25/09/2018,2018-2019,Manchester City,Manchester City
29/09/2018,2018-2019,Manchester City,Manchester City
02/10/2018,2018-2019,Manchester City,Manchester City
07/10/2018,2018-2019,Manchester City,Draw
20/10/2018,2018-2019,Manchester City,Manchester City
23/10/2018,2018-2019,Manchester City,Manchester City
29/10/2018,2018-2019,Manchester City,Manchester City
01/11/2018,2018-2019,Manchester City,Manchester City
04/11/2018,2018-2019,Manchester City,Manchester City
07/11/2018,2018-2019,Manchester City,Manchester City
11/11/2018,2018-2019,Manchester City,Manchester City
24/11/2018,2018-2019,Manchester City,Manchester City
27/11/2018,2018-2019,Manchester City,Draw
01/12/2018,2018-2019,Manchester City,Manchester City
04/12/2018,2018-2019,Manchester City,Manchester City
08/12/2018,2018-2019,Manchester City,Chelsea FC
12/12/2018,2018-2019,Manchester City,Manchester City
15/12/2018,2018-2019,Manchester City,Manchester City
18/12/2018,2018-2019,Manchester City,Manchester City
22/12/2018,2018-2019,Manchester City,Crystal Palace
26/12/2018,2018-2019,Manchester City,Leicester City
30/12/2018,2018-2019,Manchester City,Manchester City
03/01/2019,2018-2019,Manchester City,Manchester City
06/01/2019,2018-2019,Manchester City,Manchester City
09/01/2019,2018-2019,Manchester City,Manchester City
14/01/2019,2018-2019,Manchester City,Manchester City
20/01/2019,2018-2019,Manchester City,Manchester City
23/01/2019,2018-2019,Manchester City,Manchester City
26/01/2019,2018-2019,Manchester City,Manchester City
29/01/2019,2018-2019,Manchester City,Newcastle United
03/02/2019,2018-2019,Manchester City,Manchester City
06/02/2019,2018-2019,Manchester City,Manchester City
10/02/2019,2018-2019,Manchester City,Manchester City
16/02/2019,2018-2019,Manchester City,Manchester City
20/02/2019,2018-2019,Manchester City,Manchester City
24/02/2019,2018-2019,Manchester City,Manchester City
27/02/2019,2018-2019,Manchester City,Manchester City
02/03/2019,2018-2019,Manchester City,Manchester City
09/03/2019,2018-2019,Manchester City,Manchester City
12/03/2019,2018-2019,Manchester City,Manchester City
16/03/2019,2018-2019,Manchester City,Manchester City
30/03/2019,2018-2019,Manchester City,Manchester City
03/04/2019,2018-2019,Manchester City,Manchester City
06/04/2019,2018-2019,Manchester City,Manchester City
09/04/2019,2018-2019,Manchester City,Tottenham Hotspur
14/04/2019,2018-2019,Manchester City,Manchester City
17/04/2019,2018-2019,Manchester City,Manchester City
20/04/2019,2018-2019,Manchester City,Manchester City
24/04/2019,2018-2019,Manchester City,Manchester City
28/04/2019,2018-2019,Manchester City,Manchester City
06/05/2019,2018-2019,Manchester City,Manchester City
12/05/2019,2018-2019,Manchester City,Manchester City
18/05/2019,2018-2019,Manchester City,Manchester City
